	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
1063	1129_1	did i mention everything size weight keyboard scream bulk	weight	48--54	-1	did bulk weight size
1449	2686_0	did n't work ship walmart com go store exchange working laptop make model	work	7--11	-1	did n't model work go
917	2894_1	the difference toshiba lot memory hard drive space	hard drive space	56--72	1	difference hard drive space
1465	3056_0	the speed difference next nothing mac hard drive manually upgraded could buy $ 60 500gb external hard drive	speed	4--9	-1	difference speed
2116	2853_0	it take toshiba tech support 4 call 4 different tech correct problem	toshiba tech support	8--28	-1	different support toshiba call 4 tech problem take
242	2853_1	it take toshiba tech support 4 call 4 different tech correct problem	tech	53--58	-1	different support toshiba tech 4 problem
1610	983_0	disappointing lovely screen reasonable price	screen	32--38	1	disappointing screen lovely price
1524	1718_0	i eventually migration imac backup disc use usb	imac backup disc	39--55	0	disc backup usb imac
2071	49_0	in due course i 'll remove hard disc new macbook pro dump belong trash	hard disc	31--40	-1	disc hard dump
392	2949_0	it discharge quickly	discharge	3--13	-1	discharge it quickly
762	2020_0	i call hp ask recovery disk computer not come one completely redo	recovery disk	31--44	-1	disk computer recovery
1527	3042_0	hard disk the new edition give hard disk space 500gb instead 320gb time teach never trust internal hard disk	hard disk	0--9	0	disk give hard internal 500gb teach trust
22	3042_2	hard disk the new edition give hard disk space 500gb instead 320gb time teach never trust internal hard disk	internal hard disk	126--144	0	disk give hard internal 500gb teach trust
393	3044_0	so hard disk capacity really n't matter	hard disk capacity	8--26	0	disk matter hard capacity
1406	265_0	no tutorial display	tutorial	3--12	-1	display tutorial
2164	2270_1	a great feature spotlight search one search document simply type keyword rather parse ten file folder document	feature	8--15	1	document feature
1202	1793_0	without doubt design laptop fantastic	design	22--28	1	doubt fantastic without design
893	2532_1	the downfall lot software i wo n't work mac iwork not worth price	software	34--42	-1	downfall work lot iwork the software
2135	280_0	many kind software necessary work person not available not download	software	14--22	-1	download many kind person software
1594	275_0	it short space downloads always problem complete say 'corrupted '	space	15--20	-1	downloads space
1988	2993_1	it good speed plenty hard drive space	hard drive space	32--48	1	drive hard it space
469	293_0	do favor invest external hard drive plan purchase laptop	external hard drive	40--59	-1	drive hard plan external
1977	1069_0	the bluetooth not fingerprint reader driver would software would hang installation 1 2 way	bluetooth	4--13	-1	driver bluetooth
1094	1061_1	every driver driver application dvd everything need reload	driver application dvd	20--44	1	driver dvd every reload application
2290	661_2	there also seem problem hard disc certain time windows load claim not able find driver file	driver	122--129	0	driver file
2045	1069_2	the bluetooth not fingerprint reader driver would software would hang installation 1 2 way	software	94--102	-1	driver hang would software
1479	244_0	if time worth anything tire rebooting reformatting reinstall try find driver want computer work change make change computer	driver	113--120	-1	driver want
1736	1064_2	for bluetooth work properly must install launch manager drivers applications dvd not show reload	launch manager	57--71	0	drivers manager launch
1425	997_0	drivers update ok bios update freeze system computer shut	drivers	0--7	1	drivers update
2237	2622_0	reason it 's buy know first thing not lose value laptop price stay next year even apple decides change mode laptop value drop 10 20 % unlike pc laptop drop 80 %	value	90--95	1	drop value stay
1507	2622_2	reason it 's buy know first thing not lose value laptop price stay next year even apple decides change mode laptop value drop 10 20 % unlike pc laptop drop 80 %	value	220--225	1	drop value stay
2211	1534_0	i another mac get slow due old operating system	operating system	56--72	-1	due operating old system get
64	1691_1	the paint wear easily due keyboard farther back usual	keyboard	38--46	-1	due usual wear keyboard
2279	1739_0	design durable	design	0--6	1	durable design
1979	1097_1	i actually hard drive replace twice mother board dvd drive twice finally agree replace all of this in less than 1 1 2 years	mother board	51--63	-1	dvd board mother
2172	391_2	i pay extra memory 17 inch screen well top line dvd cd burner	dvd	79--82	1	dvd burner
1956	1984_3	who could n't love dvd burner 80 gigabyte hd fairly new graphic chip as i soon discover though reason similarly configured sony toshiba machine cost use higher quality component faster better configured end last lot long	dvd burner	20--30	1	dvd burner hd
550	1987_0	the cover dvd drive soon come mark poor construction quality	cover dvd drive	4--27	-1	dvd cover drive soon the come
135	1992_1	anyway early july year dvd burner stop work computer star issue power supply	power supply	111--123	-1	dvd issue star power supply
866	2022_0	it not even software play dvd	software	26--34	-1	dvd software
101	120_0	the dvd drive randomly pop open backpack well annoy	dvd drive	4--13	-1	dvd the backpack drive
1236	1058_1	but i receive replacement i make both recovery dvds 4 driver application dvd	driver application dvd	73--95	0	dvds application driver 4 dvd
957	1480_2	my friend report notebook astonish performance picture quality ease use	use	91--94	1	ease use
1978	22_0	ease use one benefit i love mac	use	8--11	1	ease use
1985	670_0	ease use one benefit i love mac	use	8--11	1	ease use
1947	599_1	it absolutely expensive pc laptop ease use security minimal problem arise make well worth price tag	security	75--83	1	ease use security
1033	23_0	the laptop lightweight easily carry around knapsack full text book barely add weight	carry	43--48	1	easily around weight laptop barely add book lightweight carry
924	1481_0	it extremely portable easily connects wifi library elsewhere	connects wifi	36--52	1	easily elsewhere wifi connects library it
1037	2653_0	the pro great product i wish 13 inch model come intel processor comfortable edge edge hurt wrist	intel processor	73--91	-1	edge intel processor
410	1748_1	typing keyboard become uncomfortable extend use due sharp edge wrist rest	edge	81--86	-1	edge rest
721	1601_0	i past gotten superfine sandpaper fix edge round	edge	62--67	-1	edge round
2232	2353_0	they develop excellent proprietary software edit video picture i 'm look forward utilize tool regular	proprietary software	30--50	1	edit excellent proprietary software
449	1502_1	but honest i n't use computer anything like graphic edit complex data analysis gaming	graphic edit	60--76	0	edit gaming graphic
470	1532_0	my sister mac band use garageband record edit	garageband	63--73	0	edit garageband
1047	1186_1	and lot writing edit problem since no forward delete key	edit	32--39	-1	edit problem
714	331_5	it 10 hour battery life 're web browsing word editing make perfect classroom office term gaming movie playing 'll battery life 5 hour	word edit	65--77	0	editing word
2109	2917_0	the notebook lack hdmi port s video port would enable one hook tv	hdmi port	26--35	-1	enable hdmi lack s notebook video the port
1721	2917_1	the notebook lack hdmi port s video port would enable one hook tv	s video port	42--54	-1	enable hdmi lack s notebook video the port
2221	1592_1	enjoy toshiba force durability unparalleled	durability	28--38	1	enjoy toshiba force unparalleled durability
300	1504_1	it enough ram run smoothly enough memory satisfy need	memory	50--56	1	enough memory smoothly
1200	1504_0	it enough ram run smoothly enough memory satisfy need	ram	19--22	1	enough ram run it
165	1470_0	the computer constantly get hot burn leg unless go hassle take entire back clean fan	fan	156--159	-1	entire fan take clean
2259	2568_0	i love way entire suite software work together	suite software	26--43	1	entire work suite software
2104	2913_0	screen size perfect portable use environment	screen size	0--11	1	environment screen size
1059	441_0	excellent led monitor well equip	led monitor	10--21	1	equip led monitor excellent
659	2932_0	to honest think faulty equipment something ink	equipment	35--44	-1	equipment ink
2289	879_0	replace awesome ergonomic small lightweight power supply power supply weigh machine	power supply	58--70	1	ergonomic power supply lightweight small weigh
1024	879_1	replace awesome ergonomic small lightweight power supply power supply weigh machine	power supply	78--90	-1	ergonomic power supply lightweight small weigh
545	453_2	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	photo booth	123--134	0	etc booth photo
1194	453_5	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	video editing	145--158	0	etc editing video
1355	3058_3	improve nothing else resolution appearance cool system graphic card etc	graphic card	75--88	-1	etc graphic card
319	1531_2	the program great like iphoto love editing capability imail incorporate address book ipod ipad imovie etc	imail	69--74	1	etc imail
2058	1531_3	the program great like iphoto love editing capability imail incorporate address book ipod ipad imovie etc	imovie	143--149	1	etc imovie
897	453_4	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	imovie	176--182	0	etc imovie
404	1531_1	the program great like iphoto love editing capability imail incorporate address book ipod ipad imovie etc	iphoto	29--35	1	etc iphoto
445	453_3	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	iphoto	136--142	0	etc iphoto
399	453_11	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	keynote	69--76	0	etc keynote
988	453_6	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	movie making	162--174	0	etc making movie
363	453_7	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	photo management	105--121	0	etc management photo
83	2909_0	have many higher price computer crash burn long ever get use great memory speed etc	memory	96--102	-1	etc memory
992	453_8	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	music	85--90	0	etc music
1157	453_10	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	numbers	60--67	0	etc numbers pages
664	2711_1	seems slow occasionally run many application ie internet tab program etc simultaneously	program	82--90	0	etc program
1243	834_4	this laptop look great surface 17 inch screen good price point nice appearance boot quickly run fast etc	run	111--115	1	etc screen run
2200	2909_1	have many higher price computer crash burn long ever get use great memory speed etc	speed	107--112	-1	etc speed
2256	2465_1	since i keyboard 100 wpm i look unit comfortable keyboard no key stick lag strange configuration extra key etc	key	84--88	1	etc stick key
2217	2886_0	my dad one first toshiba ever make yes abit slow still work well hook ethernet	ethernet	115--123	1	ethernet work well hook
605	1299_0	of course i inspect netbooks clearly hinge tight i even demonstrate difference netbook others	hinge	60--66	-1	even i inspect netbooks hinge demonstrate clearly
2017	2645_0	i n't stupid pop window even i pop ups block i n't wait 5 minute webpage download best i run web program software i need use without slow	pop window	20--34	1	even i pop window stupid block
2143	2645_2	i n't stupid pop window even i pop ups block i n't wait 5 minute webpage download best i run web program software i need use without slow	pop ups	53--60	0	even i pop window stupid ups block
283	746_0	no n't even support bios could problem bios how company make fairly decent product get away insanity	bios	37--41	-1	even no support get bios problem make
609	746_1	no n't even support bios could problem bios how company make fairly decent product get away insanity	bios	78--82	-1	even no support get bios problem make
526	2231_1	find many laptop performance even well low price not find look easy application experience mac	price	79--84	1	even price low not performance find
901	848_0	how toshiba handle repair seem vary folk indicate charge even initial fix others repair 5 time	repair	130--136	1	even repair time indicate others seem
1506	2080_0	even though run snow leopard 2 4 ghz c2d bit antiquated cpu thus occasional spinning wheel would appear run office mac application word excel	snow leopard	26--38	1	even run though leopard snow cpu
34	2112_0	even warranty	warranty	12--20	0	even warranty
963	659_1	i reinstall window recovery disc everything seem good	recovery disc	34--48	1	everything disc recovery
2187	1924_1	in november computer mess entirely would n't power instal windows update i hd flash lose everything include school assignment irreplaceable picture digital format several thing update instal reason i unable roll back driver everything early working condition update instal delete history	driver	349--356	-1	everything driver
628	347_0	pretty much everything else computer good stop work no	work	69--76	-1	everything good work stop no
514	1925_1	when i get laptop back first instance work okay little bit i start experience issue everything program driver fail power no reason lock freezing sort issue	driver	155--162	-1	everything i driver experience start program fail bit issue
686	2453_0	clear picture everything	picture	6--13	1	everything picture
1048	555_0	it 's perfect everything run fast average pc	run	32--36	1	everything run pc
216	659_0	i reinstall window recovery disc everything seem good	window	14--21	1	everything window
562	2463_0	it work exactly like day i take box	work	3--8	1	exactly work it take
606	2870_0	for price i get exceed expectation	price	8--13	1	exceed price for
1920	1770_2	it far exceed expectation power storage ability	ability	60--68	1	exceed storage ability power expectation
155	1366_0	after warrenty expire hard drive go bad would cost fix replace	warrenty	12--20	0	expire warrenty
1836	1417_3	the board bad connector power supply shortly warrenty expire power supply start issue	warrenty	72--80	-1	expire warrenty
1416	486_4	that include extra sony sonic stage software speaker subwoofer i get was worth money bluetooth mouse supposedly bluetooth enabled computer extended life battery docking port	docking port	216--228	0	extended docking port
1294	2465_2	since i keyboard 100 wpm i look unit comfortable keyboard no key stick lag strange configuration extra key etc	configuration extra key	118--146	1	extra lag etc strange stick key configuration
146	2795_0	at first work well month system board fail i send toshiba complaint three week later i receive laptop back discover still problem i send back get fixed	system board	51--63	-1	fail board system
217	458_0	in first moth computer hardrive fail replace	hardrive	46--54	-1	fail hardrive computer
870	1928_0	after week i finally get back tell motherboard fail instal new motherboard	motherboard	63--74	-1	fail motherboard new instal
148	1928_1	after week i finally get back tell motherboard fail instal new motherboard	motherboard	114--125	0	fail motherboard new instal
1195	582_0	the apple care never fail i expect computer well	apple care	4--14	1	fail the apple care
117	1152_0	then hard drive fail	hard drive	9--19	-1	fail then hard drive
612	1112_0	info windows fail load vernal miss corrupt	windows	6--13	-1	fail windows info
506	1984_1	who could n't love dvd burner 80 gigabyte hd fairly new graphic chip as i soon discover though reason similarly configured sony toshiba machine cost use higher quality component faster better configured end last lot long	graphic chip	63--76	1	fairly graphic i chip discover new
318	3046_1	so i take back apple store narcissist genius bar staff fix reset fan boot	fan	102--105	0	fan boot
307	3078_1	i3 processor n't seem run hot fan rarely turn	fan	49--52	1	fan hot run
358	3048_1	i staff tell old version not make fan noise cause different computer	fan noise	58--67	-1	fan noise cause
2199	2811_0	fan vent side no cool pad need great feature	fan	0--3	1	fan side
366	97_1	first no record 3 year warranty i 'd pay almost $ 400 i call spend hour online chat service fax multiple document	online chat service	135--154	-1	fax service chat online
1631	1613_0	also macbooks come much feature cool	feature	35--43	1	feature cool
2305	2333_0	obviously one important feature computer human interface	feature	36--44	0	feature human
977	76_0	i even get teenage son one feature offer like ichat photobooth garage band	feature	46--54	1	feature offer
1168	2588_3	its office compatible feature functioning new might well save money learn pre instal mac program	office	4--10	1	feature office
1577	2867_0	it easy use feature speed power i could ask	feature	19--27	1	feature power
226	1535_0	however i love particular mac fast great size fantastic feature like light keyboard easy mouse pad	size	65--69	1	feature size
288	2440_1	i look closely performance spec compare i take grant feature standard	feature	111--119	0	feature standard
810	2106_0	it feature power i want replace desktop machine	feature	19--27	1	feature want it
1163	2504_1	features dashboard allow view frequently use tool like calculator weather forecast movie time calendar computer post etc	dashboard	21--30	0	features dashboard
1879	2595_0	keyboard also nice solid feel	keyboard	0--8	1	feel also solid keyboard
1181	1038_0	looks nice horribly cheap feel	feel	37--41	-1	feel cheap looks nice
2228	2757_1	i also love design look feel toshiba feature wonderful	look	28--33	1	feel design look
374	2134_0	i prefer fit feel 13 inch	13 inch	36--43	1	feel inch 13
369	1038_1	looks nice horribly cheap feel	looks	0--5	1	feel looks
2061	2486_1	the real stand computer feel keyboard 's speed	speed	73--78	1	feel speed keyboard
479	2335_0	the keyboard feel good i type fine	keyboard	4--12	1	feel the keyboard
591	1959_0	the feel good toshiba	feel	4--8	1	feel the toshiba
2254	2477_1	i love feel key board well trackpad	trackpad	49--57	1	feel trackpad well board
1676	2585_2	it very easy type feel great besides added feature keyboard light	type	19--23	1	feel type
1599	2757_2	i also love design look feel toshiba feature wonderful	feel	39--43	1	feel wonderful love look
1596	1039_0	keyboard plastic spongy feeling	keyboard	0--8	-1	feeling keyboard
105	3062_2	the screen nice image come clear keyboard fit feels right	fit	73--76	1	feels clear fit keyboard
983	2644_3	it 's much easy navigate operating system find file run lot faster	find file	65--75	1	file faster navigate system lot find
1281	140_0	i buy laptop find tab not function	tab	35--38	-1	find tab
439	2144_0	speed fine	speed	4--9	1	fine speed
1372	1068_2	i reload windows 7 ultimate bluetooth fingerprint reader software would not load	fingerprint reader	58--76	-1	fingerprint reader software
1597	1810_0	the minute fire 's good easy user interface	user interface	51--65	1	fire interface good user easy
2014	70_0	it fire morning less 30 second i never issue freeze	fire	3--11	1	fire morning
121	2541_2	fact dont like apple generally use safari dont use safari install mozilla firefox love every single bit	mozilla firefox	110--125	1	firefox mozilla love
1190	2138_0	with mac n't worry antivirus software firewall 's wonderful	antivirus software	41--59	0	firewall wonderful antivirus worry software
1049	2138_1	with mac n't worry antivirus software firewall 's wonderful	firewall	63--71	0	firewall wonderful software
1303	2727_0	tried make recovery disk wouldnt get pass first recovery disk	recovery disk	16--28	-1	first disk recovery wouldnt pass
840	2727_1	tried make recovery disk wouldnt get pass first recovery disk	recovery disk	58--71	-1	first disk recovery wouldnt pass
2057	3062_1	the screen nice image come clear keyboard fit feels right	keyboard	56--64	1	fit keyboard
1726	3049_1	yeah course smarty pant fix software compared early 2011 edition i see inbuilt application crash prompt send report apple i promptly	software	42--50	-1	fix software
1663	925_0	you call hp want buy software fix	software	46--54	0	fix software
758	1375_0	that system fix	system	5--11	0	fix system
365	917_3	one night i turn freaking thing use next day i turn no gui screen dark power light steady hard drive light steady not flash usually	hard drive light	131--147	-1	flash power no light screen hard steady drive dark turn not gui
1109	581_0	i transcription work side flatline keyboard make type quick easy well	flatline keyboard	45--62	1	flatline i transcription work keyboard side
245	835_0	major design flaw	design	20--26	-1	flaw design
2149	379_1	i load window 7 via bootcamp work flawlessly	bootcamp	23--31	1	flawlessly bootcamp
1673	2279_0	the sheer power flexibility make macbook pro must techie	power	10--15	1	flexibility power
652	2706_1	features like font block like old school	features	0--8	-1	font features block
2203	2706_0	features like font block like old school	font	18--22	-1	font features like
1201	2003_0	windows also rather unsteady foot susceptible many bug	windows	0--7	-1	foot windows rather unsteady
1683	1592_0	enjoy toshiba force durability unparalleled	force	18--23	1	force durability
9	1727_0	the recent safari internet browser freak i use firefox instead	safari internet browser	30--53	-1	freak safari internet the browser recent
543	1775_0	the 13 macbook pro fit budget free shipping no tax ca best price get great product	shipping	57--65	1	free price macbook shipping budget
144	697_0	the 13 macbook pro fit budget free shipping no tax ca best price get great product	shipping	57--65	1	free price macbook shipping budget
84	2808_3	cords come right power plus cord come front headphone mic plus network connection left make messy setup cord go every direction	mic	80--83	-1	front mic headphone connection left
2127	113_2	in fact somehow i never open speck dust something get inside screen permanently behind front screen way display	display	180--187	-1	front screen display way behind
2295	1911_0	however frozen screen keep happen	screen	21--28	-1	frozen screen keep
2209	1483_0	the laptop outstanding aspect except windows 7 starter not full windows 7	windows 7 starter	64--81	-1	full 7 windows except aspect not starter
1715	1483_1	the laptop outstanding aspect except windows 7 starter not full windows 7	windows 7	99--108	1	full 7 windows except aspect not starter
1589	2550_0	the os also user friendly even switch pc little practice take full advantage os	os	4--6	1	full advantage pc take the os
326	2550_1	the os also user friendly even switch pc little practice take full advantage os	os	132--134	1	full advantage pc take the os
835	3026_0	the first full charge battery get 2 full hour	battery	30--37	-1	full get battery charge the first
1851	2160_0	fully charge macbook pro last five hour unplug	charge	6--13	1	fully charge macbook unplug
958	2261_0	the apple application ex iphoto fun easy really cool use unlike competition	apple application	4--22	1	fun application apple
1429	2261_1	the apple application ex iphoto fun easy really cool use unlike competition	iphoto	27--33	1	fun iphoto
97	1812_0	the difference 's whole lot fun use laptop still learn apple navigation fun come lot cool apps	apple navigation	83--99	0	fun navigation apple
1471	1591_1	strong performance device make use fun strong sense era speed this device serve modern requirement strong game useful designer	speed	84--89	1	fun serve speed era
1949	1530_0	its also fun use	use	16--19	1	fun use
953	1591_2	strong performance device make use fun strong sense era speed this device serve modern requirement strong game useful designer	use	40--43	1	fun use
1286	1878_1	1 you not change desktop background window 's 7 starter not support function	window 's 7 starter	46--64	-1	function 's background desktop window 7 starter
1119	2612_1	it n't take long get switch mac computer program navigation 's fine like way laptop function much well	navigation	77--87	1	function computer mac switch program 's navigation
900	2649_3	the processor scream unique way apple osx 16 function graphic rout hardware rather software	hardware	126--134	0	function hardware rout graphic
2241	2393_1	i love size keyboard function	keyboard	17--25	1	function keyboard
909	2393_2	i love size keyboard function	function	31--40	1	function keyboard love size
85	2649_1	the processor scream unique way apple osx 16 function graphic rout hardware rather software	osx 16	64--70	1	function osx 16
1060	2649_4	the processor scream unique way apple osx 16 function graphic rout hardware rather software	software	151--159	0	function rather software
722	2393_0	i love size keyboard function	size	11--15	1	function size
194	1878_2	1 you not change desktop background window 's 7 starter not support function	function	87--95	-1	function support window change 7 starter
1414	1021_1	this computer i issue keyboard lose half keyboard function	keyboard function	82--100	-1	function this half lose i computer keyboard issue
839	1021_0	this computer i issue keyboard lose half keyboard function	keyboard	50--58	-1	function this lose i computer keyboard issue
671	3057_0	cosmetically thing change 2 function key top	function key	55--68	0	function top key
1017	1084_0	the first problem is that the keyboard function is simply unsatisfactory	keyboard function	30--47	-1	function unsatisfactory the keyboard
1903	1776_1	the macbook arrive nice twin packing seal box function work great	function	74--83	1	function work
1154	698_1	the macbook arrive nice twin packing seal box function work great	function	74--83	1	function work
492	18_0	while people say pcs hold functionality value macs pretty look i think 's something say simplicity macs	functionality	36--49	1	functionality macs
1633	2588_0	its office compatible feature functioning new might well save money learn pre instal mac program	feature	31--39	0	functioning office feature compatible save its
1906	87_2	it easy operate i already order software gadget new rolls royce laptop	gadget	67--74	0	gadget rolls
1713	2985_0	my daughter use game email facebook picture music	game	24--29	0	game email
853	2876_0	the game include good game	game	4--9	0	game include the good
1924	2876_1	the game include good game	game	33--38	1	game include the good
375	2960_2	the ati graphic card huge plus definitely good value need able run slightly old game intel built in card would trouble half life 2 even world warcraft	game	112--117	0	game intel
907	337_2	however multi touch gesture large track area make external mouse unnecessary unless 're game	external mouse	73--87	0	game mouse external
576	2984_0	my husband use mostly game email music	game	30--35	0	game music
1791	348_1	love size computer since play game	game	45--50	0	game since love play
2125	1502_2	but honest i n't use computer anything like graphic edit complex data analysis gaming	complex data analysis	81--102	0	gaming complex data analysis
178	374_3	love graphic awesome program include garageband really cool default background	default background	76--94	1	garageband default background cool
2191	1658_0	garageband musician laptop equip good work microphone good enough beginner musician intermediate level	garageband	0--10	0	garageband equip musician
491	453_1	there several program school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	garageband	92--102	0	garageband etc
1332	2221_2	of course i also several great software package come free include iwork garageband imovie	garageband	91--101	1	garageband imovie
2185	374_2	love graphic awesome program include garageband really cool default background	garageband	47--57	1	garageband include background
1765	2221_3	of course i also several great software package come free include iwork garageband imovie	imovie	107--113	1	garageband include imovie iwork
2034	312_5	the computer run fast no problem ilife software come iphoto imovie web itunes garageband helpful well	garageband	118--128	1	garageband itunes come helpful well
1106	312_4	the computer run fast no problem ilife software come iphoto imovie web itunes garageband helpful well	itunes	110--116	1	garageband itunes web imovie iphoto
1270	1659_0	garageband easy work like apple application i 've experience	garageband	0--10	1	garageband work
1246	3046_0	so i take back apple store narcissist genius bar staff fix reset fan boot	genius bar staff	58--74	-1	genius fix bar staff
2225	2879_0	my husband get christmas get expense laptop not work 2 day	work	89--93	-1	get laptop work day not christmas
833	1775_1	the 13 macbook pro fit budget free shipping no tax ca best price get great product	price	100--105	1	get price tax shipping ca best
1040	697_1	the 13 macbook pro fit budget free shipping no tax ca best price get great product	price	100--105	1	get price tax shipping ca best
2040	1208_0	5 month connect quality get bad bad	connect quality	16--31	-1	get quality connect month
330	291_0	not mention shit gig	gig	27--31	-1	gig mention shit
1218	1647_1	and ram thing make fast come sport 2 gig high performance handle stuff surf web whole lot faster	performance	76--87	1	gig performance high 2 handle
133	2004_1	if really want bang up system n't need run windows application go apple	windows application	58--78	0	go application windows
415	902_0	2 month later battery go	battery	20--27	-1	go battery 2 later month
508	614_0	when battery life go 4 hour less take machouse amsterdam repair 26th august	battery life	6--18	-1	go battery life
2122	520_0	my battery go bad year half cost around eighty hundred dollar	battery	3--10	-1	go battery my
271	904_1	then one month warranty expire replacement charger go	replacement charger	48--67	-1	go charger replacement
657	2071_0	so i call customer support good go safety feature not affect performance i choose hide message	customer support	12--28	1	go customer support
1080	2032_1	the processor go fan go motherboard go	fan	30--33	-1	go fan
140	1366_1	after warrenty expire hard drive go bad would cost fix replace	hard drive	33--43	-1	go hard drive
1370	1268_0	could not keep finally hard drive go	hard drive	42--52	-1	go hard drive keep
386	2032_2	the processor go fan go motherboard go	motherboard	47--58	-1	go motherboard
1782	2071_2	so i call customer support good go safety feature not affect performance i choose hide message	safety feature	91--105	0	go not safety feature affect
2025	2419_0	it easy go one keyboard another	keyboard	26--34	0	go one keyboard
2032	1985_0	from get go m6809 unsteady operation	operation	47--56	-1	go operation unsteady m6809
284	838_2	the port secure motherboard happen ca n't see plug 's go	plug	75--79	-1	go plug 's
2304	1026_0	so ac plug go get lose i could actually inside computer two three time not good	ac plug	14--21	-1	go plug ac
1123	542_0	power supply go bad 2 week	power supply	0--12	-1	go power supply
1928	7_0	and best part even come free printer certain promotion offer go course	printer	52--59	1	go printer come free
1919	313_4	i also purchase iwork go program word processing spreadsheet presentation similar microsoft office	spreadsheet	77--89	0	go program word spreadsheet processing
1014	405_0	now screen go darker darker darker	screen	8--14	-1	go screen
1658	824_0	sometimes screen even go black computer	screen	16--22	-1	go screen
1763	403_0	first screen go completely	screen	10--16	-1	go screen first
234	313_2	i also purchase iwork go program word processing spreadsheet presentation similar microsoft office	microsoft office	121--137	0	go similar presentation microsoft office
1689	2032_0	the processor go fan go motherboard go	processor	4--13	-1	go the processor
24	1370_0	when buy new hp computer dec 2008 want windows xp tell would cost extra $ 159 go vista	vista	133--138	0	go vista
1455	2830_0	now i order i not go full scale webcam full keyboard i want something basic easy carry i use crutch wheelchair backpack laptop bag	webcam	49--55	0	go webcam full scale want
274	2529_0	well i say since i buy mac i wo n't ever go back windows	windows	71--78	-1	go windows
172	1620_0	i never go back windows	windows	24--31	-1	go windows back
975	2517_0	the black model also nice seamless appearance one good look notebook i 've see	appearance	46--56	1	good appearance
1029	1330_0	this i call good sale service	sale service	27--46	1	good call sale service
1315	1450_1	the best thing build computer u ca n't company 's like dell allow choose component good price get computer compare one apple $ 2000 system google dell coupon find code take signifiant amount price	price	151--156	1	good get price signifiant amount take
2163	1450_2	the best thing build computer u ca n't company 's like dell allow choose component good price get computer compare one apple $ 2000 system google dell coupon find code take signifiant amount price	price	313--318	1	good get price signifiant amount take
299	314_2	i like program good office save file completely compatible office program well	office program	106--121	0	good like office i compatible program file
1734	834_3	this laptop look great surface 17 inch screen good price point nice appearance boot quickly run fast etc	boot	93--101	1	good point appearance screen boot price nice
1366	2132_1	the thing i wish 15 inch macbook pro much good speaker side keyboard	keyboard	93--101	0	good pro macbook speaker keyboard side
913	1682_0	as user pc i admit macbook pro good run system i find getting job quicker	run system	71--85	1	good run pro system find admit macbook
934	1365_0	purchased toshiba lap top work good warrenty go	warrenty	64--72	-1	good work warrenty
1382	1548_3	apparently well built gorgeous look i5 macbook pro win combination price performance	look	38--42	1	gorgeous built look
856	3017_0	the improvement os relatively gradual substantive	os	24--26	1	gradual the substantive os improvement
1774	162_1	awesome cool system much good graft card ati 5870 8gb ram led backlit screen	graft card	38--50	1	graft card ati
1550	2422_0	i need graphic power run adobe creative apps efficiently	graphic power	7--20	0	graphic adobe power
793	1598_0	i little weary purchase another 13 macbook almost 2 year later look like new macbooks get current line graphic card order time around	graphic card	144--158	1	graphic card time
1110	2211_0	the graphic computer also stellar clear vivid	graphic	4--12	1	graphic computer
214	2511_2	bigger hd good graphic card bid hd	graphic card	18--31	1	graphic good card hd
1720	2973_1	it plenty memory lot hard drive great graphic	hard drive	33--43	1	graphic hard drive lot it
1845	676_1	super fast processor really nice graphic card	graphic card	37--50	1	graphic processor card
2023	374_0	love graphic awesome program include garageband really cool default background	graphic	9--17	1	graphic program
1277	2960_0	the ati graphic card huge plus definitely good value need able run slightly old game intel built in card would trouble half life 2 even world warcraft	ati graphic card	4--21	1	graphic run built ati in need the card
573	2960_1	the ati graphic card huge plus definitely good value need able run slightly old game intel built in card would trouble half life 2 even world warcraft	intel built in card	125--144	1	graphic run intel ati game in need old the card built
385	2422_1	i need graphic power run adobe creative apps efficiently	adobe creative apps	31--50	0	graphic run power apps creative need adobe efficiently
1852	1612_0	the graphic screen stun although i pc person i able understand use mac fairly quickly	graphic	4--12	1	graphic stun
118	2242_0	the graphic stun	graphic	4--12	1	graphic stun
75	1399_1	graphic awful wireless switch top rather side i use side	wireless switch	31--46	-1	graphic top wireless switch awful side
1473	2626_0	the switchable graphic card pretty sweet want game laptop	switchable graphic card	4--27	1	graphic want sweet switchable the card
971	2723_1	graphics clean sharp internet interface seamless	internet interface	30--49	1	graphics seamless clean internet interface sharp
1278	2895_1	it 's super fast great value price	price	42--47	1	great 's price it fast value super
28	2516_1	great pick portability affordability	affordability	31--44	1	great affordability portability pick
