	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
1469	2463_0	the at moshphere is compact modern yet cozy	at moshphere	4--16	1	compact moshphere at
703	461_1	friendly staff actually let enjoy meal company 're	meal	49--53	1	company meal
429	3557_0	head shoulder neighbor east 6 st taj mahal also comparable food quality much overpraise deserve baluchi 's	food quality	92--104	1	comparable mahal food deserve quality overpraise
1799	1393_0	i really like noodle dish rice avenue compare green curry dish	noodle dish	19--32	1	compare noodle curry green dish avenue
1914	740_1	the manager claim could not compensate u anything bill show lack sophistication entire group	bill	72--76	0	compensate u bill anything show
2398	3_0	the staff n't friendly competent i stickler service everything else place make	staff	4--9	-1	competent friendly staff
1810	1081_0	only complaint would average cost $ 12 $ 15 per meal i 'd like not worry find seat	cost	43--47	-1	complaint 12 15 would average cost find
3429	3171_0	the big complaint no toasting available	toasting	22--30	-1	complaint toasting no
1293	2035_1	waiters tend forget drink completely food portion tiny two people trouble share one entree	food portion	42--55	-1	completely food portion forget
1128	2444_1	the secret lunch menu offer complimentary appetizer every entree order	appetizer	58--67	1	complimentary appetizer offer
2960	3450_0	effort increase turnover restaurant offer no dessert beyond complimentary espresso cup fill chocolate mousse	espresso cup fill chocolate mousse	94--135	1	complimentary cup dessert offer espresso mousse chocolate beyond fill
1670	951_1	one would think 'd get apology complimentary drink instead get snobby waiter would n't even take order 15 minute give u lip ask	drink	53--59	0	complimentary drink apology get
3394	2847_0	complimentary stuff keep come waiter saw open gift i receive dessert plate happy birthday write candle nice touch attentive staff	stuff	14--19	1	complimentary stuff keep
3507	1038_0	the service mediocre lack air conditioning make less comfortable meal	service	4--11	0	conditioning service
3283	1168_1	i keep finger cross whole subway ride hop table i sit not share rice congee soup people	rice congee soup	136--152	0	congee rice soup people
2570	1686_1	considering price $ 6 25 lunch special dish ridiculously small	dish	56--60	-1	considering lunch price small dish special
1081	1729_0	pizza consistently good	pizza	0--5	1	consistently good pizza
848	2811_0	consistently good japanese tapas	japanese tapas	18--32	1	consistently tapas good japanese
1230	857_1	i never good enjoy humble root vegetable mushroom consomme chef accomplish without fat	mushroom consomme	56--73	1	consomme accomplish mushroom
437	1542_3	as sit eat subpar food manager proceed berate couple employee put wrong container condiment explain expensive container	container	194--204	0	container explain condiment expensive
436	1542_2	as sit eat subpar food manager proceed berate couple employee put wrong container condiment explain expensive container	container condiment	126--151	-1	container explain condiment wrong expensive
1545	859_0	meanwhile bartender continue pour champagne reserve finish bottle enjoy amuse turnip soup pureed basil gratis	bartender	15--24	1	continue bartender
276	2303_0	all conveniently deliver right door	deliver	17--26	1	conveniently right deliver
15	296_2	they not mayonnaise forget toast leave ingredient ie cheese omelet hot temperature bacon cook crumble plate touch	bacon	126--131	-1	cook bacon
1778	1606_0	both delicious cook friendly willing take moment speak shake hand	cook	24--29	1	cook both willing take delicious
3438	2492_0	the chicken steak season cook perfection lamb sandwich great hearty appetite	chicken	4--11	1	cook chicken
3440	2492_2	the chicken steak season cook perfection lamb sandwich great hearty appetite	lamb sandwich	70--84	1	cook lamb sandwich perfection
2634	1268_2	the massaman curry i order thin water aside poorly fry tofu i order graciously provide one piece poorly cook potato	potato	174--180	-1	cook potato
1131	340_1	the rice poor quality cook badly hard	quality	18--25	-1	cook quality
269	1975_0	succulent steak cook precisely desired 'doneness ' accompany salad side n't look like leafy road kill	steak	10--16	1	cook steak
3439	2492_1	the chicken steak season cook perfection lamb sandwich great hearty appetite	steak	16--21	1	cook steak
1130	340_0	the rice poor quality cook badly hard	rice	4--8	-1	cook the rice
3323	2350_0	my boyfriend ate tuna cook perfectly	tuna	17--21	1	cook tuna
2237	693_0	everything always cook perfection service excellent decor cool understated	service	47--54	1	cook understated perfection service
1727	1240_0	apparently good cook work	cook	21--25	1	cook work
365	841_0	but nothing stand cooking	cooking	34--41	0	cooking stand
541	1125_0	the music get little loud time make want lean close beautiful wife i i get whiff coriander	coriander	136--146	0	coriander whiff get
1857	2443_1	great food spinach corn dumpling massaman curry friendly no nonsense service clean funky bathroom	spinach corn dumpling	12--38	1	corn curry dumpling spinach
598	491_0	pastrami corn beef juicy pile high ask extra rye bread	pastrami corn beef	0--23	1	corn juicy beef pastrami
3198	1985_0	even relatively inexpensive bottle wine call $ 70 00 inexpensive cost roof good average fare	cost	90--94	-1	cost call $ inexpensive
1522	1576_1	this place must cost owner fortune build	cost	21--25	-1	cost place build must
1257	3626_0	if i could rate people place would chart unfortunately pizza sorry not best nyc	people	20--26	1	could chart rate people
94	2925_1	the menu limited think count 4 5 entree	entree	53--60	-1	count entree 5
295	1535_1	they might business counter give order food say i love	counter	34--41	-1	counter business give
2678	480_1	the waitress nice also get counter service sit	counter service	47--62	1	counter service sit
264	1554_1	a narrow corridor lead tiny space three tiny white tile counter great deal mess stack bottle small counter hold 12 14 entree	space	34--39	-1	counter tiny lead space
2425	1867_1	the first 2 course good chocolate sampler rich dessert wine far sweet	chocolate sampler	44--61	-1	course chocolate good wine sampler
57	2962_4	three course choice include excellent mussel puff pastry goat cheese salad delicious dressing hanger steak au poivre world	course	6--13	0	course choice
734	1865_1	we eat march 2006 order pre theatre 3 course dinner wine flight	wine flight	76--87	0	course dinner flight wine
1724	801_0	every course good next	course	6--12	1	course every next
2609	364_0	after main course come n't see waiter least 40 minutes	main course	10--21	0	course main come
1499	3059_1	the appetizer ok main course decidedly subpar	main course	35--47	-1	course main ok subpar
2915	2898_1	the main course average portion decent overall	portion	31--38	0	course portion overall average
2424	1867_0	the first 2 course good chocolate sampler rich dessert wine far sweet	course	12--19	1	course the 2 sampler first
2914	2898_0	the main course average portion decent overall	main course	4--15	1	course the main portion
1099	3670_2	first wrong bread come appetizer try order second glass wine main course	glass wine	87--100	0	course wine glass
2968	647_2	the food spectacular appetizer main course course dessert wow 'll need no	main course	52--63	1	course wow main
1511	744_0	service prompt courteous	service	0--7	1	courteous service
2056	3443_0	service efficient courteous	service	0--7	1	courteous service
122	2604_1	right l brooklyn nice cozy place good pizza	place	48--53	1	cozy brooklyn place l nice
2450	1441_4	my entree hot pot seafood full imitation crabmeat couple piece shrimp squid unnecessarily heat burner	crabmeat	56--64	-1	crabmeat shrimp
1435	2502_2	the space bit small live music jazz night loud cramp	jazz night	52--63	0	cramp jazz live music night small bit
2432	1318_1	it not ambience place cramped guest sit aisle	place	39--44	-1	cramped place
252	1918_0	we crawfish boil despite make mess ton fun quite tasty well	crawfish boil	7--22	1	crawfish we make boil
2816	1723_2	the food yummy especially cooked to perfection mussel spicy tomato sauce shoestring crispy fry	fry	115--120	1	crispy fry yummy
736	3421_1	probably much busy lunch 's seldom crowd dinner close downtown	dinner	56--62	0	crowd seldom downtown lunch dinner much probably
1120	2298_2	the crust thin ingredient fresh staff friendly	ingredient	23--34	1	crust thin ingredient
2186	982_2	real kicker menu however beef cube chicken chili lemon grass	chicken chili lemon grass	63--97	1	cube lemon beef menu however chili grass chicken
2964	974_2	i 've restaurant dozen time i 'm crave pho lemon grass chicken beef cube rice place go	beef cube rice	106--123	1	cube pho beef i rice crave place time go lemon 'm grass chicken
2921	2461_0	it is what modern cuisine is all about	cuisine	18--25	1	cuisine about modern
1289	1050_0	not cuisine best around service always attentive charming	cuisine	16--23	1	cuisine best
815	3420_2	while n't classical restaurant fare chef give new life old cuisine really innovative tasty dish genuinely indian without heavy old restaurant burn outs	cuisine	82--89	0	cuisine burn old give
3316	2281_0	if 're not familiar cuisine may encounter problem order sure bring plenty cash n't accept credit card	cuisine	32--39	-1	cuisine encounter
3096	3183_0	i 've eat thai many time familiar cuisine	cuisine	58--65	0	cuisine familiar time
1094	3409_0	but last night spice grill place i 'm eat indian cuisine	indian cuisine	63--77	1	cuisine indian eat
1895	343_0	it obvious no one restaurant idea experience japanese cuisine	japanese cuisine	82--98	-1	cuisine obvious japanese experience
3119	1649_2	this place really fresh sushi nice large menu japanese classic cuisine	japanese classic cuisine	58--82	1	cuisine place japanese classic
1840	2961_0	fresh authentic french cuisine substantial portion	french cuisine	18--32	1	cuisine portion authentic french fresh
1841	2961_1	fresh authentic french cuisine substantial portion	portion	48--56	1	cuisine portion substantial
2996	1097_0	i recommend spot anyone enjoy fine cuisine reasonable price	cuisine	49--56	1	cuisine price
1214	1386_1	the food 's dazzling flavor overwhelm palate truly embrace beauty authentic thai cuisine	thai cuisine	90--102	1	cuisine thai embrace beauty authentic
769	2217_0	i would definitely recommend sea like thai cuisine	thai cuisine	45--57	1	cuisine thai like recommend
1429	297_0	and conclusion culinary nightmare check give table knock glass water	check	53--58	0	culinary nightmare check give
60	2599_1	the place cool service prompt curious	place	4--9	1	curious the place service
2970	378_0	my fish delicious incredible curry sauce	fish	3--7	1	curry fish my
2632	1268_0	the massaman curry i order thin water aside poorly fry tofu i order graciously provide one piece poorly cook potato	massaman curry	4--18	-1	curry order massaman
2456	3328_0	its not curry slurry crap regular run mill food	curry	8--13	0	curry slurry
1406	2204_0	it 's super trendy 's always someone take empty seat seem customer service deem not essence	service	96--103	1	customer deem service
2887	3510_0	i week back bad customer service experience restaurant ever	customer service	49--65	-1	customer service restaurant
535	2835_0	this place would much good serve run group actually understand customer service	service	101--108	-1	customer understand service
2413	1799_0	every waitress customer pass bump chair	waitress	6--14	0	customer waitress
1163	2959_0	they also back garden open summer cute french outdoor seat could ask	back garden	17--28	1	cute garden summer back also they
3292	2121_0	indoor cozy cute	indoor	0--6	1	cute indoor
3067	885_0	while pretty place overly cute french way food insultingly horrible	place	23--28	1	cute place pretty
824	2276_0	the photo book menu cute touch certainly help group i pick fried chicken pork chop noodle dish order	menu	14--18	1	cute the book photo menu
181	2059_1	yes dal bukhara dam good kababs	dal bukhara	8--19	1	dal dam bukhara
451	2482_1	especially like chicken tikka naan dal	naan	39--43	1	dal naan
450	2482_0	especially like chicken tikka naan dal	chicken tikka	17--30	1	dal tikka chicken
1017	1159_0	after dinner take date huge dance floor probably one big 'll see ny	dance floor	41--52	1	dance huge see big floor
563	3535_0	the decor dark cool soothing food 's presentation spectacular consider low price	decor	4--9	1	dark decor
1555	2267_1	good dark atmosphere music nice touch	music	30--35	1	dark touch atmosphere good music
962	175_1	the decor vibrant eye pleasing several semi private right side din hall great date	din hall	95--106	1	date din hall
230	231_0	i go late afternoon bite size food refreshment date	food	50--54	0	date food
831	209_2	great romantic place date try get corner booth table little privacy sit close	place	15--20	1	date place
231	231_1	i go late afternoon bite size food refreshment date	refreshment	59--70	0	date refreshment
3064	949_2	we seat outside waiter spill red wine hot tea date	hot tea	59--66	0	date tea hot
383	3451_0	overall solid restaurant less $ 40pp include wine solid deal well	wine	62--66	0	deal wine
2041	2192_2	my gf i still choose eat lot diverse cocktail chill decor decent sushi	sushi	106--111	1	decent decor sushi choose
274	2875_0	decent wine reasonable price	wine	7--11	1	decent price wine
1529	1673_0	decent wine selection	wine selection	7--21	1	decent selection wine
3041	2195_0	the service not consistently excellent decent	service	4--11	0	decent the service excellent
3381	1733_0	decor charm	decor	0--5	1	decor charm
1242	981_0	nha trang notorious utter lack comfort decor horribly slow wait staff horribly quick meal one best vietnamese restaurant 've ever pho delicious come fresh vegetable	comfort	51--58	-1	decor comfort
1243	981_1	nha trang notorious utter lack comfort decor horribly slow wait staff horribly quick meal one best vietnamese restaurant 've ever pho delicious come fresh vegetable	decor	63--68	-1	decor comfort lack utter notorious wait
2238	693_1	everything always cook perfection service excellent decor cool understated	decor	73--78	1	decor cool
2778	2927_0	the decor place diner ish kind place expect east village not romantic simple small sparse	decor	4--9	1	decor diner
961	175_0	the decor vibrant eye pleasing several semi private right side din hall great date	decor	4--9	1	decor eye
2115	3026_2	the blond wood decor soothing premium sake excellent service great	service	77--84	1	decor great service excellent
159	362_0	nice restaurant overall classic upscale italian decor	italian decor	46--59	1	decor italian restaurant
2088	2067_0	decor nice though service spotty	decor	0--5	1	decor nice
2733	2897_2	while sapphire certainly not lack ambiance probably best decor indian restaurant i new york city food not i hop	decor	79--84	1	decor restaurant
2480	2737_2	the service excellent decor great food delicious come large portion	food	54--58	1	decor service food great delicious excellent the
2113	3026_0	the blond wood decor soothing premium sake excellent service great	blond wood decor	4--20	1	decor service sake wood blond the
1244	981_2	nha trang notorious utter lack comfort decor horribly slow wait staff horribly quick meal one best vietnamese restaurant 've ever pho delicious come fresh vegetable	wait staff	84--94	-1	decor slow one trang staff wait
2040	2192_1	my gf i still choose eat lot diverse cocktail chill decor decent sushi	decor	84--89	1	decor sushi
3110	3520_1	there actually space breathe decor set tone intimate dinner	decor	43--48	1	decor tone
3487	547_1	i 've wait time lunch place definitely worth wait	wait	86--90	1	definitely wait place worth 've
164	858_0	service highly refine seating delay 35 minute past reservation maitre ' apologized regularly keep u apprise progress	service	0--7	1	delay regularly minute service keep
1411	3710_0	price no jersey deli way well	price	0--5	1	deli price well
1994	3425_1	we scallop appetizer delicious sauce wonderful	appetizer	26--35	1	delicious appetizer
204	1743_0	the pizza delicious use fresh mozzarella instead cheap frozen shredded cheese common pizzaria 's	pizza	4--9	1	delicious pizza
1774	3493_1	ambience delightful service impeccable	service	24--31	1	delightful impeccable service
2271	189_2	everything soft bread soggy salad 50 minute wait time incredibly rude service deliver average food	service	95--102	-1	deliver rude service
2928	2409_1	and i would agree mass term service delivery achilles ' heel	delivery	64--72	-1	delivery achilles
3355	2309_0	there downside 're order delivery guy major attitude	delivery guy	49--62	-1	delivery attitude 're downside guy order
1742	2410_0	my co workers wait almost hour delivery discover get not order	delivery	45--53	-1	delivery discover
419	1033_0	delivery fast	delivery	0--8	1	delivery fast
1403	3460_1	the fresh best variety fast delivery	delivery	44--52	1	delivery fast variety
1402	3460_0	the fresh best variety fast delivery	variety	19--26	1	delivery fresh the best variety
197	2548_2	pizza garlic knot great well i order quite often delivery always super quick	garlic knot	10--22	1	delivery garlic knot pizza
1212	2585_0	delivery service great	delivery service	0--16	1	delivery great service
38	2191_0	faan 's get great concept little rough delivery	delivery	53--61	-1	delivery little concept rough
124	1383_0	i also order delivery restaurant forget half order	delivery	19--27	-1	delivery restaurant
2471	2555_2	service friendly price good delivery time little slow way pizza taste i 'm willing overlook	delivery time	39--52	-1	delivery slow good service time
573	1034_2	great friendly service fast seating fast delivery excellent sushi	delivery	43--51	1	delivery sushi
574	1034_3	great friendly service fast seating fast delivery excellent sushi	sushi	63--68	1	delivery sushi fast service excellent
2975	414_1	average good thai food terrible delivery	delivery	40--48	-1	delivery thai terrible
663	2523_0	well delivery take ever food usually cold	delivery	12--22	-1	delivery well take
2755	979_0	the service descent even small place pack	service	4--11	1	descent service
570	2840_0	terrible terrible management deserve shut down	management	19--29	-1	deserve management terrible
3076	2856_0	despite fact space large 've overcrowd floor table	space	26--31	1	despite overcrowd fact space
323	865_1	you must crabmeat lasagna world chocolate bread pudding dessert	chocolate bread pudding	70--93	1	dessert bread pudding chocolate
988	2940_1	bring service notch offer complementary amuse bouche table give u small dessert celebration	dessert	102--109	1	dessert celebration
1813	1117_0	to finish delightful dinner experience must dessert especially white chocolate bread pudding gelato hot chocolate	dessert	64--71	1	dessert chocolate bread experience must
1137	1930_0	when dessert come candle not anyone ask one waiter must see open birthday card gift say know special occasion sort	dessert	8--15	0	dessert come
1523	3434_0	oh complimentary pudding dessert enough yummy	pudding dessert	26--41	1	dessert complimentary yummy pudding
324	865_2	you must crabmeat lasagna world chocolate bread pudding dessert	dessert	98--105	1	dessert crabmeat chocolate lasagna pudding world bread
1822	1015_1	a cool place hang friend couple healthy drink dessert	drink	63--69	1	dessert drink
2179	946_0	we order dessert drink no refill offer	dessert	16--24	0	dessert drink
2099	1023_0	they 've best dessert mixed drink well snack food	dessert	17--25	1	dessert drink best
3071	1639_1	the wine list n't great dessert ship bruno 's street not good use	dessert	35--43	-1	dessert great
3266	822_0	all dessert group try get favorable review	dessert	8--16	1	dessert group
354	691_0	the food pretty good little flavorless portion small include dessert	dessert	89--96	-1	dessert include
2323	1618_0	we great dessert include best cannoli i 've ever offer dinner drink house	dessert	13--21	1	dessert include
2765	2843_3	from complimentary chef app delicate butternut squash ravioli delicious truffle sauce amazing buttery tender langostino entree dessert i ca n't remember fabulous cakebread cabernet drink whole evening amaze	dessert	156--163	0	dessert langostino
2992	29_0	dessert ca n't miss save room	dessert	0--7	1	dessert miss
2961	3450_1	effort increase turnover restaurant offer no dessert beyond complimentary espresso cup fill chocolate mousse	dessert	60--68	-1	dessert no cup fill
2945	2989_1	we n't get drink refill n't even offer u option dessert	dessert	71--78	0	dessert refill u option
1344	3243_0	hopefully next time i save room dessert	dessert	42--49	0	dessert save room
575	2709_0	the dessert appealing stuffy overprice french restaurant	dessert	4--12	1	dessert the appealing
518	2900_1	the beverage excellent dessert good	dessert	38--45	1	dessert the good excellent
1816	306_0	the banana tower amazing dessert well	banana tower	4--16	1	dessert the well banana tower
1817	306_1	the banana tower amazing dessert well	dessert	31--38	1	dessert tower amazing
1053	3123_0	we plan get dessert waitress basically bill u chance order	dessert	24--31	0	dessert waitress
1054	3123_1	we plan get dessert waitress basically bill u chance order	waitress	40--48	-1	dessert waitress get
2180	946_1	we order dessert drink no refill offer	drink	29--35	0	dessert we drink order
2426	1867_2	the first 2 course good chocolate sampler rich dessert wine far sweet	dessert wine	90--102	-1	dessert wine sweet rich sampler
2969	647_3	the food spectacular appetizer main course course dessert wow 'll need no	dessert	88--96	1	dessert wow
322	865_0	you must crabmeat lasagna world chocolate bread pudding dessert	crabmeat lasagna	18--34	1	dessert you crabmeat lasagna must
1004	520_0	did i mention wine	wine	18--22	0	did i mention wine
138	2747_0	their tuna tartar appetizer die	tuna tartar appetizer	6--27	1	die tuna tartar their appetizer
638	1622_2	the portion large server always surprise u different starter	starter	75--82	1	different always server u surprise starter
486	2222_1	went combination different seafood dish appetizer	appetizer	65--75	0	different combination seafood appetizer dish went
1780	2334_0	although warn dinner menu sit take price different	price	57--63	0	different price
1782	2334_2	although warn dinner menu sit take price different	take	48--56	0	different take sit
1105	779_0	make reservation expect delay 15 20 minute host staff difficulty seat guest arrive reservation probably lot walk close time square	host staff	64--77	-1	difficulty host staff
2232	2104_1	the wait long dim sum n't like share table typical raucous dim sum atmosphere not gig sleek chinatown alternative	dim sum	26--33	0	dim atmosphere like sum long n't
2233	2104_2	the wait long dim sum n't like share table typical raucous dim sum atmosphere not gig sleek chinatown alternative	dim sum atmosphere	98--116	0	dim atmosphere like sum share long n't raucous table typical gig
3594	777_2	from appetizer eat dim sum variety food impossible criticize food	food	61--66	1	dim criticize variety food sum impossible eat
3595	777_3	from appetizer eat dim sum variety food impossible criticize food	food	103--107	1	dim criticize variety food sum impossible eat
3386	2389_0	good hey 's food bad dim sum suppose small portion try dish small dish cheap	dim sum	51--58	-1	dim food sum hey try bad suppose
1139	2090_0	i get $ 10 10 piece dim sum combo every bite great	dim sum combo	23--36	1	dim great $ get sum combo piece
1007	2386_0	the dim sum serving bit large i 'm used	dim sum serving	4--20	0	dim serving i sum used the
483	766_0	the dim sum however good	dim sum	4--11	1	dim sum good the however
393	2084_0	the dim sum ok n't taste fresh little dish n't look steamy hot also note lack chinese	dim sum	4--11	-1	dim sum ok the
2334	3139_2	where tank chinatown restaurant display lurking myriad sad looking marine life murky water tank ping 's clear glass healthy looking creature not yet know part dim sum lover 's brunch	dim sum	239--246	0	dim sum part brunch know
3126	2387_0	several dim sum order 6 8 piece	dim sum order	15--29	0	dim sum several order 8
1401	1006_0	i 've several place dim sum get worst	dim sum	32--39	-1	dim sum several place get
499	3145_0	the dim sum so not spectacular	dim sum	4--11	0	dim sum the spectacular
1050	1007_0	they n't walk around tray dim sum	tray dim sum	32--48	0	dim sum tray walk
3194	2083_0	the dim sum so	dim sum	4--11	0	dim the so sum
88	3074_1	go romantic dinner not wow din experience	din	57--63	1	din experience
1101	685_0	not sure previous reviewer lonk din saul great neighborhood great food	neighborhood	74--86	1	din neighborhood great saul
3233	2002_1	i 've din alain ducasse 's restaurant monte carlo half price excellent din experience	price	69--74	1	din price experience half
70	2783_2	this consistently great place dine lunch dinner	dine	38--42	1	dine place dinner
2538	2902_1	still try since end love food could one best dining experience	din experience	86--104	1	dining experience
2094	2895_0	i would highly recommend place anyone look fine indian dining experience definitely value dollar	indian dining experience	72--96	1	dining indian fine look experience
2645	2577_0	fine dining restaurant quality	quality	23--30	1	dining quality restaurant
2404	1530_1	i 've overheard comment employee not deliver dining area i 've sit lecture another customer	din area	93--104	0	dining sit deliver area
3019	637_1	warm comfortable surroundings nice appointment witness etched glass brickwork separate dining room	dining room	105--117	0	dining surroundings room separate
161	1909_0	the entire dining experience wonderful	din experience	11--28	1	dining wonderful experience
3036	906_0	since first dinner i chance brunch orsay 3x	dinner	15--21	0	dinner 3x
2849	1604_0	i 've naples 45 dinner twice	dinner	27--33	0	dinner 45 naples
2111	769_0	three u arrive dinner 5 30 week night without reservation	dinner	24--30	0	dinner arrive
2145	3539_0	similar indian restaurant use dinner special attract customer door	dinner special	50--64	0	dinner attract special
2948	1966_0	if handle 's great place business dinner fun friend simply table 2	business dinner	49--64	1	dinner business friend
1168	457_0	i 'd call 'italian dinner '	dinner	24--30	0	dinner call italian
2002	630_0	i highly recommend visit restaurant dinner drink	dinner	55--61	1	dinner drink
2629	61_1	this perfect spot meet friend lunch dinner pre theatre theatre drink	dinner	60--66	1	dinner drink
3303	527_1	great spot whether look couple drink quiet dinner	dinner	60--66	1	dinner drink quiet
764	3041_0	we 've eaten restaurant order many time dinner	dinner	76--82	0	dinner eaten
2072	2651_0	we arrive dinner expect impress place impressive past 's past	dinner	15--21	0	dinner expect
1815	1117_2	to finish delightful dinner experience must dessert especially white chocolate bread pudding gelato hot chocolate	dinner	32--38	1	dinner finish delightful
681	2802_0	good casual dinner jean sneaker	casual dinner	9--22	1	dinner good casual sneaker
2150	1935_0	shockingly easy throw group dinner simple contract deposit hold date entire 2nd fl mezzo gap 20	group dinner	27--39	0	dinner group throw 2nd
361	2649_0	this nice restaurant look good place host intimate dinner meeting business associate	dinner meeting	82--96	0	dinner meeting associate
2700	600_1	it nearly impossible get table ever chance go dinner do not pass	dinner	86--92	1	dinner pass
386	3146_1	based review dinner place i would reconsider revisit definitely not dim sum	dinner	25--31	1	dinner place
3317	983_0	reasonably price around $ 8 dinner $ 5 lunch delicious filling	price	25--31	1	dinner price filling reasonably around
2258	3516_0	the price $ 9 entree dinner even less lunch	price	4--10	1	dinner price the lunch
1089	2984_0	would n't recommend dinner	dinner	25--31	-1	dinner recommend
1861	2010_0	we girl ' night dinner restaurant week	dinner	22--28	0	dinner restaurant
2227	3227_0	it best deal town monday night dinner fine restaurant	dinner	47--53	1	dinner restaurant
2649	417_0	a thai restaurant rice dinner	rice	25--29	0	dinner rice
1237	662_0	i always get shabu shabu dinner beef always fresh	shabu shabu dinner	17--35	0	dinner shabu beef
1345	2316_0	not typical pizza joint good low key fairly cheap nice sit dinner	dinner	81--87	1	dinner sit
3208	3672_0	the staff busy order sushi dinner lay eat bar even bring check	staff	4--9	-1	dinner staff
3209	3672_1	the staff busy order sushi dinner lay eat bar even bring check	sushi	32--37	0	dinner sushi
1018	1159_1	after dinner take date huge dance floor probably one big 'll see ny	dinner	6--12	0	dinner take
1408	2003_0	dinner take almost 4 hour without lag time	dinner	0--6	-1	dinner take
3416	3043_0	we usually get dinner special reasonably price tasty	dinner special	32--47	1	dinner tasty special
2043	2020_1	we end dinner surprisingly light flaky apple tarte tatin	dinner	13--19	0	dinner tatin end
3111	3520_2	there actually space breathe decor set tone intimate dinner	dinner	79--85	0	dinner there intimate
1378	3454_3	we start lox mussels best ive ever ever cod trout dinner	trout	82--87	0	dinner trout
1467	3340_0	this restaurant use regular thursday night dinner location	dinner location	54--69	0	dinner use location night
3580	2116_0	order dinosaur roll white tuna sashimi	dinosaur roll	18--32	0	dinosaur sashimi roll order
2453	2016_2	we begin cheese fondue artisanal blend add apple kielbasa dip	apple	64--70	0	dip apple
1681	2944_0	we 've grocery three time not item menu disappoint	menu	66--70	1	disappoint menu
523	3669_0	please think go stay wait wo n't disappoint	wait	50--54	-1	disappoint stay wait
1533	2637_0	i say i never disappointing meal	meal	46--50	1	disappointing say meal
3470	1508_0	give 15 % discount end n't enough know service horrible	discount	20--28	-1	discount end give
1598	2036_0	that problem since pay 20 buck dish order 5 dish get decent taste	dish	49--53	-1	dish 5 order get
1600	2036_2	that problem since pay 20 buck dish order 5 dish get decent taste	dish	74--80	-1	dish 5 order get
96	3436_1	the menu limit almost dish excellent	dish	42--48	1	dish almost excellent
1330	1412_0	i not vegetarian almost dish great	dish	42--48	1	dish almost great
111	1688_0	all co workers amaze small dish	dish	47--51	-1	dish amaze small
1819	94_1	excellent atmosphere delicious dish good friendly service	dish	32--38	1	dish atmosphere delicious
1818	94_0	excellent atmosphere delicious dish good friendly service	atmosphere	10--20	1	dish atmosphere service excellent
2829	2904_1	stick chicken beef lamb dish	beef	24--28	1	dish beef
814	3420_1	while n't classical restaurant fare chef give new life old cuisine really innovative tasty dish genuinely indian without heavy old restaurant burn outs	dish	128--134	1	dish burn tasty indian
1904	3512_0	when ask certain dish prepare comparison similar thai restaurant reply not mcdonald 's every place make thing differently while understandable every place indeed different not need uncourteous customer downright rude	dish	31--35	0	dish certain prepare
3523	971_0	interesting dish change include chicken curry sauce salmon casserole	dish	18--24	1	dish change
2828	2904_0	stick chicken beef lamb dish	chicken	15--22	1	dish chicken
1651	472_1	after complain chicken dish manager come tell u no one ever complain n't know dish suppose taste like	manager	46--53	-1	dish come manager suppose chicken
2668	135_1	and come reasonable price congee noodle rice dish no $ 3 6	congee	45--51	0	dish congee
909	2487_1	you get excellent meal many indian restaurant nearby lexington avenue cost one dainty dish	dish	127--133	1	dish cost dainty
3441	2390_0	we saw heat least one frozen item though i 'm not sure dim sum dish	dim sum dish	74--86	-1	dish dim sum saw
1067	1000_1	the food good especially basic dish drink delicious	dish	46--52	1	dish drink especially basic
1963	764_1	i order chicken teriyaki dish find chicken extremely dry	chicken	53--60	-1	dish dry chicken find
1686	1381_1	tried pad see ew recommendation last reviewer since 's one favorite dish	dish	94--100	1	dish favorite tried one
3179	2210_1	the last two time i order food soo spicy i could barely eat spice take away flavor dish	flavor	123--129	-1	dish flavor
3180	2210_2	the last two time i order food soo spicy i could barely eat spice take away flavor dish	dish	137--141	-1	dish flavor take
3568	2325_1	the selection change frequently basic dish always available	basic dish	41--53	0	dish frequently available change basic
1068	1000_2	the food good especially basic dish drink delicious	drink	62--68	1	dish good delicious drink
656	2450_0	we pot stickers great tempura dish great	pot stickers	11--23	1	dish great pot stickers we
657	2450_1	we pot stickers great tempura dish great	tempura dish	47--59	1	dish great stickers tempura
1800	1393_1	i really like noodle dish rice avenue compare green curry dish	green curry dish	66--82	-1	dish green compare avenue curry
10	1458_3	our agree favorite orrechiete sausage chicken usually waiter kind enough split dish half get sample meat	dish	113--117	0	dish half
1281	466_4	the bruschetta bit soggy salad fresh include nice mix green not iceberg dish serve pip hot kitchen	iceberg	92--99	0	dish iceberg
1279	466_2	the bruschetta bit soggy salad fresh include nice mix green not iceberg dish serve pip hot kitchen	dish	105--111	1	dish iceberg serve
1110	916_1	the food average include surprising tasty dish	dish	62--68	1	dish include tasty
1975	271_1	these innovator french indian fusion great job make dish interest possible still accessible	dish	66--72	1	dish interest
494	2097_0	usually 3 vs 4 item per dish	dish	26--30	0	dish item per
2830	2904_2	stick chicken beef lamb dish	lamb dish	34--45	1	dish lamb chicken stick beef
2571	1686_2	considering price $ 6 25 lunch special dish ridiculously small	lunch special	37--50	-1	dish lunch $ special
3554	1462_1	appetizers somewhere around $ 7 main dish $ 11 $ 16	main dish	48--59	0	dish main appetizers around $
616	1616_1	we n't even see menu waiter describe special main dish	main dish	77--88	0	dish main describe special
