	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
654	2812_1	screen is crystal clear and the system is veri respons	system	32--38	1	is clear the system is veri respons	1.0
655	2812_0	screen is crystal clear and the system is veri respons	screen	0--6	1	screen is crystal clear and system is veri respons	1.0
656	2975_0	the onli bad thing about it is they give you the worst batteri possibl	batteri	55--64	-1	give the worst batteri possibl	-1.0
657	2071_0	so i call custom support which is good too and they went through it and it is just a safeti featur and it doe not affect perform at all i just chose to hide the messag	custom support	12--28	1	call custom support which is good too is	1.0
658	2279_1	the sheer power and flexibl make the macbook pro a must have for ani techi	flexibl	20--31	1	sheer power flexibl	1.0
659	2932_0	to be honest i think it wa faulti equip or someth but ink	equip	35--44	-1	to be honest think it wa faulti equip or someth ink	1.0
660	146_0	i hate the display screen and i have done everyth i could do the chang it	display screen	11--25	-1	hate the display screen the	-1.0
661	2612_0	it didn t take me long to get switch over to the mac comput program and navig it s been just fine and like the way thi laptop function much better	program	64--72	1	to switch to the mac comput program the	0.0
662	1459_0	i have tri to charg on differ batteri with no luck	batteri	38--47	-1	charg on differ batteri	0.0
663	1937_2	i got it back and my built in webcam and built in mic were short out anytim i touch the lid mind you thi wa my mean of commun with my fianc who wa deploy but i suffer thru it and would constantli have to reset the comput to be abl to use my cam and mic anytim they went out	cam	269--272	-1	and my and mic my my and abl use my cam and mic	0.0
664	2711_1	seem to slow down occasion but can run mani applic ie internet tab program etc simultan	program	82--90	0	mani applic program	0.0
665	1997_0	it might be someth deep within window for i wa unabl to creat a disk imag on my hard drive	window	34--41	-1	someth deep within window for i wa unabl creat	1.0
666	2859_1	some featur arent friendli volum wheel sound qualiti etc	sound qualiti	45--58	-1	arent friendli wheel sound qualiti	-1.0
667	830_0	there s liter no way to make it sing with vista	vista	48--53	-1	sing with vista	0.0
668	988_1	window vista make thi comput almost unus for onlin servic	onlin servic	54--68	-1	make comput almost unus for onlin servic	0.0
669	1283_0	howev my girlfriend realiz that the netbook s hing is a bit loos when you open or close the lcd	hing	51--56	-1	realiz that netbook s hing is bit loos open	-1.0
670	1892_0	i purchas thi netbook after my origin toshiba laptop crash right after the warranti expir	warranti	82--90	-1	the warranti expir	0.0
671	3057_0	cosmet the onli thing they chang wa 2 of the function key at the top	function key	55--68	0	the 2 of the function key the top	1.0
672	1963_0	the batteri life wa shorter than expect	batteri life	4--16	-1	the batteri life shorter	0.0
673	406_1	hp is more interest in sell extend warranti which cost more than the netbook new then they are in help or fix	cost	60--64	-1	extend warranti which cost netbook new then	0.0
674	2916_1	the processor a amd semprom at 2 1 ghz is a bummer it doe not have the power for hd or heavi comput	comput	94--103	-1	hd heavi comput	0.0
675	2146_0	but with a way bigger screen and is abl to connect to an hdmi	screen	22--28	1	but with a way bigger screen and is abl connect	0.0
676	552_1	overal poor featur averag perform poor batteri life excel price valu poor	perform	35--46	-1	poor perform poor poor	-1.0
677	2778_1	the screen is a littl glari and i hate the click button but i got use to them	click button	46--62	-1	glari hate the click button but use	-1.0
678	917_1	one night i turn the freak thing off after use it the next day i turn it on no gui screen all dark power light steadi hard drive light steadi and not flash as it usual doe	screen	94--100	-1	turn no gui screen all dark	-1.0
679	936_0	it is easi to use fast and ha great graphic for the money	graphic	40--48	1	easi ha great graphic money	1.0
680	2359_0	the screen is bright and vivid and the keyboard is veri easi to use veri import for use quick typer	screen	4--10	1	the screen is bright and vivid and keyboard is veri easi use veri import use	1.0
681	2796_0	thi comput doesn t do that well with certain game it can t play some and it becom too hot while play game	game	48--53	-1	well with certain game hot play game	1.0
682	610_1	lot of extra space but the keyboard is ridicul small	keyboard	28--36	-1	extra space but the keyboard	0.0
683	1400_1	with the switch be at the top you need to memor the key combin rather than just flick a switch	switch	102--108	-1	the switch the top the flick a switch	1.0
684	1088_0	a second problem involv the batteri which is advertis as have a storag life of 11 hour but when fulli charg show onli 7 hour of servic	batteri	30--37	-1	involv the batteri life	0.0
685	881_1	after 2 month of complaint asu final sent the right power suppli to my techi	techi	77--84	0	sent to my techi	0.0
686	2453_0	clear pictur on it and everyth	pictur	6--13	1	clear pictur it	1.0
687	1075_0	it could be a perfect laptop if it would have faster system memori and it radeon 5850 would have ddr5 instead of ddr3	system memori	53--66	-1	have faster system memori have	0.0
688	2766_0	i did think it had a camera becaus that wa one of my requir but forgot to check in the specif on thi one befor i purchas	camera	21--27	0	had a camera	0.0
689	2398_0	i bought it for my mom and she report that the batteri life last all day for her it s veri lightweight and the respons for the comput she s do internet focus activ mail research etc is excel	batteri life	48--60	1	the batteri life last the the	0.0
690	2692_1	laptop is advertis as a 15 but the case look like that of a 17	15	26--29	0	advertis as a 15 a	0.0
691	1878_0	1 you can not chang your desktop background window s 7 starter doe not support that function	desktop background	26--44	-1	desktop background window	0.0
692	388_0	the processor is veri quick and effect as i load webpag and applic	processor	4--13	1	the processor is veri quick and effect load and	1.0
693	161_0	for the same price you get a lot more in the asu 1920x1080 re	price	13--18	-1	for the same price get the	0.0
694	1427_1	best buy 5 star sale servic respect for old men who aren t familiar with the technolog dell comput 3 star dell support owe a me a coupl	servic	33--40	1	sale servic	0.0
695	411_0	asu facial recognit doesn t work and window logon isn t either	facial recognit	5--23	-1	facial recognit work	0.0
696	3019_0	the unibodi construct is solid sleek and beauti	unibodi construct	4--24	1	the unibodi construct is solid sleek and beauti	1.0
697	2097_0	for me i wa lucki and a local store wa sell them for $ 2000 off and best buy match their price so i wa abl to buy one for under $ 1000	price	95--100	1	i wa lucki wa match their price so i wa abl buy	1.0
698	2322_0	the screen is gorgeou yummi good	screen	4--10	1	the screen is gorgeou yummi good	1.0
699	2745_0	a cheaper price should not equal a cheap product	price	10--15	1	a cheaper price equal	0.0
700	2231_0	you can find mani laptop with the same perform and even better with lower price but you can not find the look easi applic and the experi in mac	perform	40--51	0	find with the same perform with find the the	0.0
701	2213_1	i use iphoto all the time which is a great program for anyon who is into photographi amateur and expert alik	program	44--51	1	use which is a great program anyon is amateur	1.0
702	2561_1	i wish iwork or ms offic came with the mac but ms offic doesn t even come with most pc laptop	ms offic	16--25	-1	iwork ms offic ms offic doesn	0.0
703	327_0	also it is veri good for colleg student who just need a reliabl easi to use comput	use	76--79	1	need a reliabl easi to use comput	1.0
704	2313_0	startup in about 30 second shutdown in 2 4 second resum from sleep in 0 2 second	startup	0--7	0	startup second shutdown second resum second	0.0
705	1936_0	in earli may i got it back and thi time i onli had it back for 1 day befor it had a new issu so it wa sent back in for the 6th time they expedit the repair so i wa onli suppos to have to be without it for 3 day and it wa suppos to be fix by a senior tech	senior tech	263--274	-1	a fix by a senior tech	0.0
706	1597_0	i previous purchas a 13 macbook had pro spec and wa aluminum style which had a nvidia 9800 if i am not mistaken and it had major heat issu	aluminum style	60--74	1	had wa aluminum style had had	0.0
707	1254_0	after numer attempt of tri includ set the clock in bio setup directli i gave up i am a techi	clock in bio setup	57--76	-1	set the clock in bio setup	0.0
708	2272_1	we also use parallel so we can run virtual machin of window xp profession window 7 home premium window server enterpris 2003 and window server 2008 enterpris	window xp profession	55--78	0	virtual machin of window xp profession window premium window enterpris and window enterpris	1.0
709	687_0	good keyboard long batteri life largest hard drive and window 7	keyboard	5--13	1	good keyboard long life	1.0
710	1600_1	also one of the user mention how the edg on the macbook is sharp if you have money to spend on one of the incas shell it doesn t seem to be a problem	incas shell	113--126	1	one of the the the one of the incas shell	0.0
711	2101_0	which is great i am run vista busi and score a 5 x on the index i have never seen a window machin have a total score in the 5 s	vista busi	28--42	1	great run vista busi and score	1.0
712	2524_0	it wa secur and easi to navig	navig	26--34	1	it wa secur and easi to navig	1.0
713	1565_0	the resolut is even higher then ani other laptop on the market	resolut	4--14	1	the resolut other laptop	0.0
714	331_5	it ha a 10 hour batteri life when you re do web brows and word edit make it perfect for the classroom or offic and in term of game and movi play it ll have a batteri life of just over 5 hour	word edit	65--77	0	brows word edit	0.0
715	2637_0	deliveri wa earli too	deliveri	0--8	1	deliveri wa	0.0
716	1511_0	there are so mani wonder featur and benefit to the new macbook	featur	28--36	1	are mani wonder featur and benefit new macbook	1.0
717	267_1	the machin ha a bluray player the book ha no mention of it or how to connect it to your hdtv	book	36--40	-1	ha the book ha	0.0
718	706_0	i use the comput to basic check email surf the web print coupon and for my colleg paper	surf the web	46--58	0	use the comput surf the web coupon	0.0
719	1962_0	it wa heavi bulki and hard to carri becaus of the size	size	53--57	-1	heavi carri becaus the size	0.0
720	2170_0	even so i like play onlin game so it wa wonder that there is a featur where i can dual boot window	featur	74--81	1	wonder is a featur dual	1.0
721	1601_0	i have in the past gotten superfin sandpap and fix the edg by round them off	edg	62--67	-1	the fix the edg	0.0
722	2393_0	i love the size keyboard the function	size	11--15	1	love the size keyboard the	1.0
723	2086_1	my onli issu are 1 the screen video resolut won t increas to a higher resolut then 1024 x 60	resolut	78--88	-1	the screen video resolut won to a higher resolut 60	1.0
724	1175_0	the laptop is rel simpl to use though i bought mac for dummi which is well worth $ 2	use	35--38	1	laptop is rel simpl to use bought is well worth	1.0
725	23_1	the laptop is veri lightweight can easili carri around in a knapsack full of text book and it bare add ani weight	weight	112--118	1	lightweight add ani weight	0.0
726	101_0	i got assur from 2 differ peopl that the remain 10 month of my warranti would transfer to the new comput	warranti	76--84	1	month of my warranti	0.0
727	1327_0	but the arm velcro is torn after one use	arm velcro	8--18	-1	the arm velcro torn	-1.0
728	2246_2	it ha mani great program such as ilif iphoto and other	iphoto	43--50	1	such as ilif iphoto	0.0
729	295_0	the speed is incred and i am more than satisfi	speed	4--9	1	the speed is incred and satisfi	1.0
730	2722_1	i m realli impress with the qualiti and perform for the price of the comput	perform	42--53	1	impress qualiti perform	1.0
731	474_0	dell s custom disservic is an insult to it s custom who pay good money for shoddi product	dell s custom disservic	0--26	-1	dell s custom disservic insult s custom	-1.0
732	440_1	i love it solid build light wt and excel batteri life for now	wt	30--32	1	wt and excel life	1.0
733	2320_0	i bought a logitech desktop set in anticip for use with the mbp but i use the touchpad 90 % of the time	touchpad	86--94	1	touchpad	0.0
734	2859_0	some featur arent friendli volum wheel sound qualiti etc	volum wheel	31--43	-1	featur arent friendli volum wheel sound qualiti	-1.0
735	1542_0	the window 7 starter is in my opinion a great way to think about use your netbook basic basic basic	window 7 starter	4--21	1	the window 7 starter great way	1.0
736	2497_0	but there s thi applic call boot camp which allow you to add anoth os x like window	applic	17--28	0	but there s thi applic call	0.0
737	1804_0	while appl s save grace is the fact that they at least stand behind their product and their support is great it would be nice if their product were more reliabl to justifi the premium	support	97--104	1	is stand their their support is great their	1.0
738	76_3	i even got my teenag son one becaus of the featur that it offer like ichat photobooth garag band and more	garag band	96--107	1	ichat garag band	0.0
739	1140_0	toshiba custom servic will indirectli deal with your problem by constantli transfer you from one countri to anoth and i am not kid you i call differ hour of the day and you ll get someon els from anoth countri tri to get you to tell them your life stori all over again sinc they make it sound like they don t have your histori list of your call right in front of them	toshiba custom servic	2--27	-1	toshiba custom servic deal	0.0
740	2400_0	the overal build qualiti of the unit is excel and she d recommend it to anyon els look for a netbook	build qualiti	12--25	1	the overal build qualiti unit is excel and recommend	1.0
741	1447_0	i love the netbook minu the fact that it wa window os until thi start happen	window os	48--58	-1	love that it wa window os start	1.0
742	2738_1	comfterbal to use light easi to transport	transport	33--42	1	to use light easi to transport	1.0
743	2736_1	need power and mous cabl to plug in back instead of side in the way of oper a mous in small area	mous	87--92	-1	oper a mous	0.0
744	2124_0	mostli i love the drag and drop featur	drag and drop featur	18--39	1	love the drag and drop featur	1.0
745	2845_0	i bought thi laptop becaus of the perform to price ratio	perform	36--47	1	laptop becaus the perform	0.0
746	772_0	wa search onlin for a power suppli when i found thi site	power suppli	27--39	0	search onlin for a power suppli found	0.0
747	2187_0	compar to similarli spec d pc thi machin is good valu well built and work easili right out of the box	valu	55--60	1	similarli spec pc machin is good valu built and work	1.0
748	2470_0	it eas of use and the top servic from appl be it their phone assist or belli up to the geniu bar can not be beat	use	12--15	1	eas of use	1.0
749	2515_0	veri good qualiti and well made	qualiti	10--17	1	veri good qualiti and made	1.0
750	2221_1	of cours i also have sever great softwar packag that came for free includ iwork garageband and imovi	iwork	84--89	1	came for free includ iwork garageband and imovi	1.0
751	455_0	itun is a handi music manag program and it is essenti for anyon with an ipod	itun	0--6	1	itun is handi program it is essenti anyon	0.0
752	3056_2	the speed differ is next to noth for a mac and the hard drive can be manual upgrad or you could just buy a $ 60 500gb extern hard drive	500gb extern hard drive	123--148	0	next a the hard drive upgrad buy a 500gb extern hard drive	-1.0
753	2962_1	thi is like due to poor ground and isol between the compon and i m hope that it can be fix with a ground loop isol but i still expect better product qualiti for thi price rang	ground loop isol	118--138	0	fix with a ground loop isol	-1.0
754	2273_2	with the upgrad memori the macbook pro never ha an issu run mani mani applic at onc	run	61--68	1	issu run mani mani applic onc	0.0
755	1309_1	becaus he said that the hing is under the motherboard and they have to dismantl the whole thing befor it can be tighten	motherboard	44--55	0	said that the hing is under the motherboard and have the	0.0
756	2223_0	the onli drawback for me is how dirti the screen get and rather quickli too	screen	42--48	-1	dirti the screen get	-1.0
757	1811_2	the mac snow leopard o s is extrem easi to use although veri differ than win xp visa or win7	visa	88--92	0	easi xp visa	1.0
758	1375_0	that system is fix	system	5--11	0	that system fix	0.0
759	496_0	set would chang for some reason the screen size would chang on it s own like the pixel size and whatnot	set	0--7	-1	set chang chang on it s own pixel size	0.0
760	1436_3	i have vista so i am unabl to instal and uninstal some program	uninstal	44--54	-1	instal uninstal	0.0
761	275_1	it is short on space and download alway had problem be complet or were said to be corrupt	download	26--35	-1	short download had	0.0
762	2020_0	i had to call hp and ask for a recoveri disk becaus the comput doe not come with one and complet redo it all	recoveri disk	31--44	-1	ask for a recoveri disk	0.0
763	300_0	i run dreamweav final cut pro 7 photoshop safari firefox msn messeng and a few other applic constantli at the same time	applic	94--106	0	dreamweav a few other applic	0.0
764	722_1	other instal featur such as certain printer softwar are also most attract	printer softwar	42--58	1	other instal featur such as certain printer softwar are also most attract	1.0
765	300_3	i run dreamweav final cut pro 7 photoshop safari firefox msn messeng and a few other applic constantli at the same time	photoshop	36--45	0	photoshop messeng	0.0
766	1717_0	the ibook backup also use a firewir connect	ibook backup	6--18	0	the ibook backup use	0.0
767	1646_1	but see the macbook pro is differ becaus it may have a huge price tag but it come with the full softwar that you would actual need and most of it ha free futur updat	updat	170--177	1	differ ha free futur updat	1.0
768	2692_2	laptop is advertis as a 15 but the case look like that of a 17	17	66--69	0	a that of a 17	0.0
769	2605_0	the brand of itun ha just becom ingrain in our lexicon now but keep in mind that appl start it all	itun	13--19	1	brand of itun	0.0
770	2470_3	it eas of use and the top servic from appl be it their phone assist or belli up to the geniu bar can not be beat	geniu bar	99--109	1	the be belli to the geniu bar be beat	0.0
771	2713_1	the screen graphic and clariti and sharp are great	clariti	24--31	1	graphic and clariti and sharp are great	1.0
772	2276_0	i connect a laci 2big extern drive via the firewir 800 interfac which is use for time machin	laci 2big extern drive	12--37	0	connect a laci 2big extern drive firewir 800 interfac which is use machin	1.0
773	822_0	also i have had lot of troubl with the shift key to go to other line	shift key	44--53	-1	troubl with the shift key	-1.0
774	2149_0	we research and found the best price at macconnect	price	33--38	1	found the best price	1.0
775	1226_1	i call their repair depot as wa told they would send me a new box to return the comput to the repair depot	repair depot	99--111	0	call their repair depot to return the to the repair depot	0.0
776	687_1	good keyboard long batteri life largest hard drive and window 7	batteri life	20--32	1	good keyboard long batteri life hard drive and window	1.0
777	8_0	overal thi laptop is definit a keeper with it simpl yet stylish design and it array of fantast color to choos from	design	72--78	1	keeper with it simpl yet stylish design and it array	0.0
778	19_0	everyth from the design to the os is simpl and to the point	design	20--26	1	everyth from the design the os is simpl and the point	0.0
779	1309_0	becaus he said that the hing is under the motherboard and they have to dismantl the whole thing befor it can be tighten	hing	25--30	-1	the hing the motherboard the	0.0
780	1189_0	now for the hardwar problem	hardwar	12--20	-1	hardwar problem	-1.0
781	2603_1	i am most impress with the program includ the iphoto	iphoto	56--62	1	impress the program includ the iphoto	1.0
782	452_2	i had been a window linux user befor thi i love the size becaus the screen is big enough for what i use it for internet artwork and yet it is small enough to be reason portabl	window	14--21	0	window user is enough it yet it is small enough to be reason portabl	0.0
783	2927_0	anoth thing is that after onli a month the left mous key broke and it cost $ 175 to send it in to fix it	left mous key	45--59	-1	the left mous key broke	-1.0
784	648_0	moral of the stori do not buy anyth from compani that do not respect their custom	compani	45--54	-1	buy from compani respect	1.0
785	1414_1	the graphic were aw and the warranti isn t even worth the cheap payment on the comput	warranti	32--40	-1	warranti isn	0.0
786	744_0	the aspir wont even boot past the acer screen with a droid i have tri both motorola and etc plug into the usb port	acer screen	35--46	-1	boot past the acer screen the	0.0
787	833_0	wors for the price i could get a netbook that outperform thi machin	price	17--22	-1	for the price get	0.0
788	1924_2	in novemb my comput mess up entir and wouldn t power on after instal a window updat i had to have my hd flash and lost everyth on it includ my school assign and irreplac pictur that were onli in digit format and sever other thing when thi updat wa instal for some reason i wa unabl to roll back the driver and everyth to an earlier work condit becaus when the updat wa instal it delet my histori	window updat	83--97	0	instal a window updat thi updat instal the the updat instal	0.0
789	1226_0	i call their repair depot as wa told they would send me a new box to return the comput to the repair depot	repair depot	15--27	0	call their repair depot to return the to the repair depot	0.0
790	1746_1	screen keyboard and mous if you cant see yourself spend the extra money to jump up to a mac the beauti screen respons island backlit keyboard and fun multi touch mous is worth the extra money to me alon	keyboard	8--16	0	screen keyboard and mous respons island backlit keyboard and multi mous	1.0
791	2994_0	the onli downfal is the volum control	volum control	25--39	-1	onli downfal is the volum control	0.0
792	1078_0	the screen is nice side view angl are pretti good	screen	4--10	1	the screen is nice angl are pretti good	1.0
793	1598_0	i wa a littl weari at purchas anoth 13 macbook almost 2 year later but t look like the newer macbook have gotten it current line of graphic card in order thi time around	graphic card	144--158	1	current line of graphic card	0.0
794	2081_0	i love the multi touch trackpad	multi touch trackpad	11--31	1	love the multi touch trackpad	1.0
795	308_1	on my powerbook g4 i would never use the trackpad i would use an extern mous becaus i didn t like the trackpad	extern mous	65--79	0	use use an extern mous	0.0
796	1410_0	there is no cd drive on the comput which defeat the purpos of keep file on a cd	cd drive	12--20	-1	is no cd drive on comput keep on a cd	-1.0
797	486_6	that includ the extra soni sonic stage softwar the speaker and the subwoof i got that wa worth the money the bluetooth mous for my supposedli bluetooth enabl comput the extend life batteri and the dock port	bluetooth enabl	154--171	-1	bluetooth mous supposedli bluetooth enabl comput	0.0
798	1983_1	at first the comput seem a great deal seemingli high end spec for a low low price	price	84--89	1	a seemingli high spec a low low price	-1.0
799	313_0	i also purchas iwork to go with it which ha program for word process spreadsheet and present similar to microsoft offic	iwork	17--22	0	purchas iwork	0.0
800	2266_0	as a lifelong window user i wa extrem pleas to make the chang to mac	window	14--21	-1	lifelong window user i wa extrem pleas make	1.0
801	2503_0	everyth about the mac is not onli visual appeal but veri easi to use	use	74--77	1	everyth is not onli visual appeal but veri easi to use	1.0
802	2584_0	the keyboard is like no other laptop keyboard	keyboard	4--12	0	the keyboard is like no other laptop keyboard	1.0
803	2827_0	thi comput i use daili nice compact design	design	40--46	1	use daili nice compact design	1.0
804	2478_1	all the thing you can do with the trackpad make navig around the comput and it program so much simpler quicker and easier	program	88--96	1	comput it program	0.0
805	1419_0	i actual contact toshiba befor i start have problem and wa given run around after i suppli serial number in order to delay me send in laptop until after warrenti expir	warrenti	168--176	-1	warrenti expir	0.0
806	668_0	the featur are great the onli thing it need is better speaker	featur	4--12	1	the featur are great the speaker	1.0
807	1850_0	after that i turn to email in my next vain help to get them to acknowledg that the warranti wa still valid	warranti	86--94	0	that acknowledg that the warranti wa still valid	0.0
808	1817_0	great valu fast deliveri comput work as if brand new no problem veri pleas	deliveri	18--26	1	fast deliveri work as brand new problem	-1.0
809	2498_0	but if you re will to pay anoth 200 dollar for a window disc	window disc	54--66	0	dollar for a window disc	0.0
810	2106_0	it had most of the featur and all of the power that i want to replac my desktop machin	featur	19--27	1	most of the featur of the	0.0
811	1558_0	the macbook start fast doesn t crash ha a fantast display is small and light i have the 13 3 model and isn t alway complain about updat lost connect error blue screen etc	display	56--63	1	ha a fantast display	1.0
812	2311_0	the batteri hold up well it s built veri solidli and run fast	batteri	4--11	1	the batteri hold	0.0
813	2859_2	some featur arent friendli volum wheel sound qualiti etc	featur	5--13	-1	some featur arent friendli wheel	-1.0
814	1548_2	appar well built and gorgeou to look at the i5 macbook pro is a win combin of price and perform	built	16--21	1	well built and gorgeou look combin and	1.0
815	1216_2	now the machin won t connect and toshiba say that they did replac the connect card in may but they onli warranti the repair for 30 day and now i m out of warranti even though thi ha been a constant 5 month occup sinc i bought the netbook	warranti	161--169	-1	won they they onli warranti repair now i m out of warranti constant occup i	1.0
816	1496_1	all of the program keynot page number have an option to save your document as microsoft compat which realli elimin the need for the actual	keynot	21--28	0	all of the program keynot the the actual	0.0
817	1441_1	stop boot up less than a week after my one year warranti wa up	one year warranti	45--62	0	my one year warranti wa	0.0
818	1495_0	the mac version of microsoft offic is cheaper than buy the actual and work just as well	mac version of microsoft offic	4--35	1	the mac version of microsoft offic cheaper	0.0
819	2808_4	cord come out the right for power plu cord come out front for headphon mic plu network connect on left make for a veri messi setup with cord go everi direct	network connect	89--107	-1	mic network connect	0.0
820	2408_1	mac also ha mani app and program that are quit cheap or free	program	27--35	1	mani app program that are quit cheap or free	1.0
821	2005_0	it is of high qualiti ha a killer gui is extrem stabl is highli expand is bundl with lot of veri good applic is easi to use and is absolut gorgeou	qualiti	14--21	1	it is of high qualiti ha is extrem stabl is highli expand is bundl of is easi use and is absolut gorgeou	1.0
822	2021_0	thi wipe out sever program that were instal on the comput when it wa bought	program	23--31	-1	wipe sever program instal	0.0
823	2226_1	now i have the best of both world with all of the power and eas of the mac	eas	61--65	1	power eas	1.0
824	537_0	i had purchas it from a major electron store and took it to their servic depart to find out what the problem wa	servic depart	71--89	0	took to their servic depart to	0.0
825	1469_0	next most acer laptop fan are on the bottom which is right on your laptop	fan	23--27	0	most acer laptop fan bottom which is right laptop	0.0
826	3080_0	i wish toshiba would allow their custom to select an option that onli boot the os at setup and remov all the unnecessari stuff	os	83--85	0	boot the os the	0.0
827	150_0	it is veri well built	built	16--21	1	it is well built	1.0
828	3083_0	my niec and nephew have play a few web game and it run anyth that doesn t requir a dedic video card	video card	102--112	0	a requir a dedic video card	1.0
829	334_1	it s also veri capabl of do moder video edit although you may need the perform boost of the larger macbook pro for heavi duti mobil video edit	perform	82--93	-1	perform boost	1.0
830	2532_2	the onli downfal is a lot of the softwar i have won t work with mac and iwork is not worth the price of it	price	97--102	-1	the worth the price it	1.0
831	2082_0	if what you need is a machin to do some surf email check word process and watch a movi or two thi is the machin you want	word process	66--81	0	check word process	0.0
832	2858_0	like the price and oper	price	9--14	1	like the price and oper	1.0
833	1775_1	the 13 macbook pro just fit in my budget and with free ship and no tax to ca thi is the best price we can get for a great product	price	100--105	1	ca thi is the best price get	1.0
834	2620_0	the onli thing that isn t perfect about thi netbook is the speaker they are not loud at all but i expect that	speaker	60--68	-1	onli thing is the speaker they are not loud all but expect	0.0
835	3026_0	the first full charg of thi batteri got me onli about 2 full hour	batteri	30--37	-1	first full charg of thi batteri full hour	0.0
836	2471_0	suffic it to say my macbook pro keep me go with it long batteri life and blaze speed	batteri life	63--75	1	go with it long batteri life	0.0
837	2808_1	cord come out the right for power plu cord come out front for headphon mic plu network connect on left make for a veri messi setup with cord go everi direct	power	31--36	-1	come for power plu cord come for plu for cord	0.0
838	1086_0	either the comput is too slow to detect the key type thi is unlik as i am a slow typist or the keyboard simpli doe not detect the key be type	key	46--50	-1	the comput is slow detect the key type thi is unlik as i am a slow typist or the keyboard simpli doe not detect the key type	0.0
839	1021_0	thi comput that i have ha had issu with the keyboard where it lost half the keyboard function	keyboard	50--58	-1	had with the keyboard the keyboard function	0.0
840	2727_1	tri to make a recoveri disk wouldnt get pass the first recoveri disk	recoveri disk	58--71	-1	recoveri disk wouldnt pass the first recoveri disk	0.0
841	2380_0	previou laptop were pc s still have them but the mac osx is a clean and smooth oper system	mac osx	53--60	1	the mac osx clean and smooth system	1.0
842	1401_0	so in a brief summari i would have to say that i would not recommend dell vostro 1000 to anyon due to it be a down right aw setup so in my opinion you should steer clear of them if you want a decent laptop	setup	131--136	-1	so a to to anyon due to it be a right aw setup so steer clear a	-1.0
843	942_0	take it back to best buy i found that a tini plastic piec insid had broken manuf issu	manuf	82--87	-1	manuf issu	0.0
844	1633_0	as a die hard window enthusiast i shun the idea of a mac until thi point	window	14--21	1	die hard window enthusiast	-1.0
845	560_0	it is veri easi for anyon to use an appl and special the macbook pro notebook	use	30--33	1	it is veri easi anyon to use appl	1.0
846	2050_0	the system it come with doe not work properli so when tri to fix the problem with it it start not work at all	system	4--10	-1	the system come work	0.0
847	1738_4	i just plug thi into my 22 monitor and the speedi macosx perform just as well on thi dual core that my dell did with window 7 with a quad core	22 monitor	25--36	0	thi into my 22 monitor and speedi macosx thi my	0.0
848	2791_1	most everyth is fine with thi machin speed capac build	capac	50--58	1	fine speed capac build	1.0
849	621_0	call headquart again they report that tft panel is broken should be fix by the end of the week week 3	tft panel	45--54	-1	tft panel broken	-1.0
850	1602_0	if you don t feel comfort do it yourself just buy the case and be happi plu it look nice i bought the white one from best buy	case	62--66	1	buy the case the	0.0
851	2339_0	i charg it at night and skip take the cord with me becaus of the good batteri life	cord	41--45	0	take the cord the	0.0
852	41_0	also the space bar make a noisi click everi time you use it	space bar	10--19	-1	the space bar make	0.0
853	2876_0	the game includ are veri good game	game	4--9	0	the game includ are veri good game	1.0
854	3085_0	i look around and base off my price featur comparison from a brand i trust i land here	price	33--38	0	price comparison	0.0
855	2096_0	the price premium is a littl much but when you start look at the featur it is worth the ad cash	price premium	4--17	-1	the price premium is littl much but is cash	0.0
856	3017_0	the improv to the os have been rel gradual but substant	os	24--26	1	improv to the os have been rel gradual but substant	1.0
857	2561_0	i wish iwork or ms offic came with the mac but ms offic doesn t even come with most pc laptop	iwork	7--12	-1	iwork or offic came offic	0.0
858	654_1	temperatur on the outsid were alright but i did not track in core process unit temperatur	core process unit temperatur	64--97	0	alright track in core process unit temperatur	1.0
859	2319_0	with window laptop a wireless mous is an absolut must	wireless mous	23--37	0	laptop a wireless mous is an absolut must	0.0
860	2992_0	batteri is not upgrad to a longer life batteri	batteri	0--7	-1	batteri is not upgrad batteri	0.0
861	834_1	thi laptop look great on the surfac 17 inch screen good price point nice appear boot up quickli run fast etc	price point	63--74	1	great screen good price point	1.0
862	653_0	it play variou game without problem and ran aero smoothli and flawlessli	game	18--23	0	play variou game	1.0
863	3082_0	thi is not a seriou game laptop or a seriou media machin	game	22--28	-1	seriou game laptop seriou machin	-1.0
864	379_0	i load window 7 via bootcamp and it work flawlessli	window 7	9--18	1	load window 7 bootcamp	0.0
865	2820_0	fast great visual	visual	12--18	1	fast great visual	1.0
866	2022_0	it doe not even have the softwar to play a dvd now	softwar	26--34	-1	have the softwar play	1.0
867	2231_3	you can find mani laptop with the same perform and even better with lower price but you can not find the look easi applic and the experi in mac	applic	122--134	1	look easi applic	1.0
868	2174_0	not to mention the batteri life is absolut amaz	batteri life	20--32	1	mention the batteri life is absolut amaz	1.0
869	43_0	it is absolut horribl to use despit all it so call advanc featur	featur	69--77	-1	call advanc featur	1.0
870	1928_0	after about a week i final got it back and wa told that the motherboard had fail and so they instal a new motherboard	motherboard	63--74	-1	a the motherboard fail instal a new motherboard	-1.0
871	2626_1	the switchabl graphic card is pretti sweet when you want game on the laptop	game	58--64	0	sweet want game laptop	1.0
872	2573_3	i upgrad the memori and replac the base window 7 starter to win 7 home and it run just fine	run	84--88	1	upgrad it run just fine	1.0
873	1580_1	a great comput for light home use and busi use	busi use	40--52	1	great comput for light home use and busi use	1.0
