	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
315	102_1	the dv4 boasted a faster processor more memory and a bigger hard drive than my old computer plus a better quality web cam nicer screen and many other features	memory	41--47	1	processor more memory	0.0
316	926_1	but guess what you have to buy an external dvd drive it doesn t have a built in type the notebook can t be used because it doesn t read anything for an external drive	external drive	156--170	-1	buy an external dvd drive it it anything for an external drive	0.0
317	296_0	yes a mac is much more money than the average laptop out there but there is no comparison in style speed and just cool factor	style	95--100	1	comparison in style speed and cool factor	1.0
318	3046_1	so i took it back to the apple store and they narcissist genius bar staff fixed it by resetting the fan at boot up	fan	102--105	0	the resetting the fan	1.0
319	1531_2	the programs are great like iphoto love the editing capabilities imail which can incorporate with the address book on the ipod and ipad imovie etc	imail	69--74	1	capabilities imail incorporate	0.0
320	687_2	good keyboard long battery life largest hard drive and windows 7	hard drive	42--52	1	long life largest hard drive	-1.0
321	3021_0	for the not so good i got the stock screen which is very glossy	stock screen	31--43	-1	for the not so good got the stock screen glossy	-1.0
322	2611_0	apple is always great about the aesthetics of things they always come up with good looking products	aesthetics	32--42	1	apple is always great about the aesthetics things always come	1.0
323	753_0	took several hours with customer support before i could even start the pc out of the box	customer support	24--40	-1	several hours with customer support	1.0
324	1012_0	i had to pay for the shipping	shipping	21--29	-1	pay for the shipping	-1.0
325	936_1	it is easy to use fast and has great graphics for the money	use	16--19	1	it is easy to use fast and has	1.0
326	2550_1	the os is also very user friendly even for those that switch from a pc with a little practice you can take full advantage of this os	os	132--134	1	the os is also very user friendly even take full advantage of this os	1.0
327	2541_1	the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozilla firefox i love every single bit about it	safari	83--89	-1	only i dont use safari and i dont use safari i i	0.0
328	1489_0	all the programs are easy and straight forward on my macbook pro it is clean and organized which i always strive to be myself	programs	8--16	1	all the programs are easy and straight pro it is clean and organized strive	1.0
329	1075_3	it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3	ddr3	114--118	-1	ddr5 instead ddr3	0.0
330	291_0	not to mention it has shit gigs	gigs	27--31	-1	has shit gigs	-1.0
331	1799_0	the sata controller is the motherboard chip that lets the cpu talk to the hard drive	sata controller	5--20	0	the sata controller motherboard chip	0.0
332	43_1	it is absolutely horrible to use despite all its so called advanced features	use	29--32	-1	it is absolutely horrible to use all	-1.0
333	1551_0	it is easy to use and lightweight	use	14--17	1	it is easy to use and lightweight	1.0
334	312_6	the computer runs very fast with no problems and the ilife software that comes with it iphoto imovie web itunes garageband is all very helpful as well	runs	13--17	1	computer runs fast problems	-1.0
335	2080_5	even though it is running snow leopard 2 4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel	spinning wheel	106--120	-1	the occasional spinning wheel appear	0.0
336	3011_0	great os fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port	os	6--8	1	great os fabulous improvements	1.0
337	1614_0	i believe that the quality of a mac is worth the price	quality	19--26	1	the quality mac the price	0.0
338	2860_0	but for the cost this is a winner	cost	13--17	1	for the cost winner	1.0
339	308_2	on my powerbook g4 i would never use the trackpad i would use an external mouse because i didn t like the trackpad	trackpad	106--114	-1	use the trackpad use t like the trackpad	1.0
340	2273_0	with the upgraded memory the macbook pro never has an issue running many many applications at once	upgraded memory	9--24	1	with the upgraded memory the	0.0
341	519_0	the battery life sucked the juice from my laptop and when the extended life battery went out we were sol there to so much for that warranty covering all the products we purchased	battery life	4--16	-1	the battery life sucked the the extended life battery went the	-1.0
342	1958_1	i especially like the keyboard which has chiclet type keys	keys	54--58	1	has chiclet type keys	0.0
343	2901_2	i have found it very easy to use very informative wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs	use	29--32	1	found it very easy to use very informative alerts making it very easy someone who is not exactly technologically advanced to learn to use various features	1.0
344	62_1	they should have included more memory on their computers if they knew vista would run slowly	vista	70--75	-1	vista run	0.0
345	540_0	the service tech said he had tried to duplicate the damage and wasn t able to recreate it therefore it had to be their defect	service tech	4--16	-1	the service tech said	0.0
346	2311_1	the battery holds up well it s built very solidly and runs fast	built	32--37	1	holds it s built solidly	0.0
347	2443_1	boots up fast and runs great	runs	18--22	1	and runs great	1.0
348	1867_3	i think part of the problem with this computer is vista yet i know vista isn t the entire issue because my latest purchase was my acer and it also has vista i should have waited the few months to get the next operating system	vista	152--157	-1	think part is vista vista isn has vista waited	0.0
349	1174_0	i also purchased applecare for $300 which is a three year extended warranty since i ve never seen any laptop that lasted more than two	applecare	20--29	0	purchased applecare	0.0
350	1660_2	theres also idvd a program dedicated to putting all your favorite media together photos recordings video projects into one program so that you can create the perfect memoir for your parents family siblings and any other person important in your life that there may be	program	127--134	1	idvd a program dedicated putting video projects into one program	1.0
351	2631_0	purchased for development purposes but it has turned into my everyday laptop as well for surfing e mail etc	surfing	90--97	1	for everyday laptop for surfing e mail	0.0
352	577_2	it gives me the power and speed that i need to run all the programs i use to edit	programs	59--67	0	the run all the programs use	0.0
353	775_0	unless you want to be inconvenienced with a non working power supply which you can t find a replacement for because they made the attachment so small	power supply	56--68	-1	want inconvenienced with a non working power supply find a	1.0
354	2141_0	this computer will last you at least 7 years thats an amazing life spanned an electronic	life	63--67	1	thats an amazing life spanned an electronic	1.0
355	2248_0	in addition all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations	pages	37--42	1	tools on pages and keynotes and	0.0
356	344_2	it has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard	keyboard	100--108	-1	the fix the on the keyboard	0.0
357	1191_0	tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again	tech support	0--12	1	tech support tells	1.0
358	3048_1	i had the staff telling me older version did not make the fan noise cause it is a different computer	fan noise	58--67	-1	the the fan noise cause	1.0
359	386_0	the screen is very large and crystal clear with amazing colors and resolution	screen	4--10	1	the screen is very large and crystal clear amazing colors and	1.0
360	1392_0	sometimes you will be moving your finger and the pointer will not even move	pointer	49--56	-1	the pointer move	0.0
361	1925_0	when i got my laptop back after this first instance it worked okay for a little bit then i started experiencing issues again everything from programs and drivers failing again to it powering off for no reason to locking up and freezing and just all sorts of issues	programs	142--150	-1	everything from programs and drivers and and	0.0
362	2946_0	everything about this computer is easy to use	use	42--45	1	everything is easy to use	1.0
363	453_7	there are several programs for school or office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing or movie making imovie etc	photo management	105--121	0	photo management booth	0.0
364	859_0	its not just slow on the internet its slow in general	internet	25--33	-1	slow on the internet slow in general	0.0
365	917_3	one night i turned the freaking thing off after using it the next day i turn it on no gui screen all dark power light steady hard drive light steady and not flashing as it usually does	hard drive light	131--147	-1	turned screen all dark power light steady hard drive light steady and flashing does	-1.0
366	97_1	first of all they had no record of me having the 3 year warranty i d paid almost $400 for and i had to call in spend hours on their online chat service and fax in multiple documents	online chat service	135--154	-1	hours on their online chat service	0.0
367	1202_0	but the biggest pain is that tech support is not available 24 7	tech support	29--41	-1	is that tech support is not available 7	1.0
368	237_0	i had my iworks itunes email ms office network and printers set up and completely working perfectly within an hour	iworks	9--15	1	had my iworks itunes email office network and printers set and	0.0
369	1038_1	looks nice but has a horribly cheap feel	looks	0--5	1	looks nice	1.0
370	1757_0	great laptop for the price works well with action pack games	price	21--26	1	laptop for the price	0.0
371	2128_0	i liked the aluminum body	aluminum body	12--25	1	liked the aluminum body	1.0
372	60_0	whenever i call dell about an unrelated problem they ask me if my laptop is running slowly and if i d like to purchase more memory for $75	memory	125--131	0	purchase more memory	0.0
373	1716_0	there was a little difficulty doing the migration as the firewire cable system can t be used with the ibook	firewire cable system	57--78	-1	the the firewire cable system used the	0.0
374	2134_0	i preferred the fit and feel of the 13 inch	13 inch	36--43	1	the feel of the 13 inch	0.0
375	2960_2	the ati graphics card is a huge plus definitely a good value if you need to be able to run some slightly older games that a intel built in card would have trouble with such as half life 2 or even world of warcraft	games	112--117	0	able run some older games have	0.0
376	2669_0	sometimes you really have to tap the pad to get it to work	pad	37--40	-1	tap the pad get	0.0
377	2814_0	the only thing i would change about it is the mouse keys	mouse keys	46--56	-1	only thing is the mouse keys	0.0
378	997_2	drivers updated ok but the bios update froze the system up and the computer shut down	system	49--55	-1	the froze the system the	0.0
379	2395_0	it is easy to use good quality and good price	quality	24--31	1	easy use good quality good price	1.0
380	890_1	your cursor will end up all over the freaking place it s not uncommon for me to accidentally delete words sentences paragraphs because of this mousepad	mousepad	147--155	-1	cursor s not uncommon delete sentences mousepad	-1.0
381	2063_1	web access through the 3g network is so slow it s very frustrating and very disappointing	web access	0--10	-1	web access network is so slow it s very frustrating and very disappointing	-1.0
382	1707_1	i love this program it is superior to windows movie maker	windows movie maker	39--58	-1	love it is superior to windows movie maker	1.0
383	1668_1	the only bad part is the size weight	weight	30--36	-1	only bad part is the size weight	-1.0
384	2011_0	the machine is slow to boot up and occasionally crashes completely	boot up	25--32	-1	machine is slow to boot up and crashes	0.0
385	2422_1	i need graphic power to run my adobe creative apps efficiently	adobe creative apps	31--50	0	adobe creative apps efficiently	1.0
386	2032_2	the processor went on me the fan went and the motherboard went	motherboard	47--58	-1	went the went the motherboard went	0.0
387	881_0	after 2 months of complaints asus finally sent the right power supply to my techies	power supply	58--70	0	sent the right power supply	0.0
388	2600_1	after having two pc laptops die with in the past 3 years i was led to the apple display at best buy by the sleek design and promise of less tech issues	tech issues	141--152	1	sleek design of less tech issues	0.0
389	1415_0	in all honesty if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop then do not buy this computer	sized	111--116	0	quality laptop and willing normal sized laptop and laptop	0.0
390	571_0	very convenient when you travel and the battery life is excellent	battery life	40--52	1	travel the battery life is excellent	1.0
391	1582_2	crisp screen great battery life and plenty of storage	storage	48--55	1	plenty of storage	0.0
392	2949_0	it discharges too quickly	discharges	3--13	-1	it discharges quickly	0.0
393	3044_0	so the hard disk capacity really doesn t matter to me	hard disk capacity	8--26	0	the hard disk capacity doesn	-1.0
394	90_1	the battery never held a charge longer than one hour and within two months stopped holding a charge for more than ten minutes	charge	25--31	-1	a charge longer holding a charge minutes	0.0
395	30_0	keyboard is great very quiet for all the typing that i do	keyboard	0--8	1	keyboard is great very quiet typing	1.0
396	2624_0	the battery life is amazingly long at 7hrs and 5hrs if you use it	battery life	4--16	1	the battery life is amazingly long use	0.0
397	2220_0	the computer loads in about a 1 10th of the time that my pc did and i have all of the programs that were on my pc	programs	87--95	1	of the pc all of the programs pc	0.0
398	1426_0	i was ready to take it back for a refund but the geek squad came through and pointed me in the right direction to get it fixed	geek squad	50--60	1	ready the geek squad came the	1.0
399	453_11	there are several programs for school or office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing or movie making imovie etc	keynote	69--76	0	pages keynote	0.0
400	464_1	they went through asking me open up various components taking battery out hard disk apart and after 2 hours on phone could not fix it	hard disk	76--85	0	hard disk and fix	-1.0
401	1496_2	all of the programs keynote pages numbers have an option to save your documents as microsoft compatible which really eliminates the need for the actual	pages	30--35	0	pages have	0.0
402	1348_0	in may i started having problems with the usb ports not working	usb ports	42--51	-1	having with the usb ports working	0.0
403	970_1	i have no idea how to burn cd s or to use the web cam just for starters	burn cd s	22--31	0	have how to burn cd s or to use	0.0
404	1531_1	the programs are great like iphoto love the editing capabilities imail which can incorporate with the address book on the ipod and ipad imovie etc	iphoto	29--35	1	programs are great like iphoto love	1.0
405	2000_0	treat yourself to a more expensive long lasting laptop of quality like a sony apple or toshiba	quality	59--66	1	more expensive long lasting laptop of quality sony	0.0
406	2487_0	it is fast booting up shutting down and connection with the internet	connection with the internet	43--71	1	booting connection with the internet	0.0
407	1798_0	and that probably explains why i ve already had my sata controller go bad within a year of buying it	sata controller	51--66	-1	had my sata controller	0.0
408	1912_0	i continued to take the computer in again and they replaced the hard drive and mother board yet again	hard drive	66--76	-1	the and replaced the hard drive and board	-1.0
409	2819_2	aside from the trial software and the short battery life lack of a webcam its great	webcam	68--74	-1	lack of a webcam its great	1.0
410	1748_1	typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on	edges	81--86	-1	the use due to the sharp edges	0.0
411	2653_1	the pro is a great product i wish that the 13 inch models came with the intel i processors and had a more comfortable edge the edges hurt my wrists	edge	119--123	-1	a had a more comfortable edge hurt	-1.0
412	1744_0	supplied software the software that comes with this machine is greatly welcomed compared to what windows comes with	supplied software	0--17	0	supplied software the software comes welcomed comes	1.0
413	102_0	the dv4 boasted a faster processor more memory and a bigger hard drive than my old computer plus a better quality web cam nicer screen and many other features	processor	25--34	1	boasted a faster processor memory and a bigger hard drive a and	-1.0
414	1212_0	they say sorry out of warranty	warranty	22--30	-1	say sorry out of warranty	-1.0
415	902_0	2 months later the battery went	battery	20--27	-1	the battery went	0.0
416	888_0	the mousepad is a huge pain in the arse	mousepad	4--12	-1	the mousepad huge pain	-1.0
417	336_0	typically when i purchase a new laptop i always end up using an external mouse for convenience	external mouse	65--79	0	using an external mouse	0.0
418	1420_0	then after paying for it to be examined i was told it was same problem cited on website but i d have to pay anyways since it was past warrenty	warrenty	135--143	-1	it was it was pay since it was past warrenty	-1.0
419	2694_1	performance is good for the price	price	27--32	1	performance is good for the price	1.0
420	552_3	overall poor features average performance poor battery life excellent price value poor	price	79--84	-1	poor poor price poor	-1.0
421	2235_2	also it comes with very useful applications like iphoto that it is the best photo application i have ever had	photo application	76--93	1	it comes that it is the best photo application had	1.0
422	1492_1	the fact that the screen reacts to the lighting around you is an added luxury when you are working around others in dark areas and want privacy or don t want to bother them with bright lighting it is very convenient to have a darker softer lit screen	screen	246--252	1	the screen reacts the convenient have a darker lit screen	0.0
423	1718_1	i eventually did the migration from my imac backup disc which uses usb	usb	67--70	0	uses usb	0.0
424	1626_1	i used to build my own desktops from the component parts and recently my 7 year old pentium 4 with ht 1 gb ram sata desktop stopped working this was a rock star 7 years ago	1 gb ram	103--111	0	1 gb ram desktop	0.0
425	2274_1	we use the built in tools often itunes is open nearly every day and works great with my iphone	itunes	33--39	1	use itunes is open day and works great	1.0
426	1177_0	take your time and go through the tutorials patiently	tutorials	34--43	0	tutorials patiently	0.0
427	1050_0	webcam is a bit laggy not the greatest	webcam	2--8	-1	webcam laggy	0.0
428	2430_0	had some trouble finding a case that it would fit in	case	27--31	-1	finding a case	0.0
429	905_0	i had to pay $100 for a universal charger for this cheap $300 laptop	universal charger	24--41	-1	for a universal charger for cheap laptop	0.0
430	2477_0	i love the feel of the key board as well as the trackpad	key board	23--32	1	the feel of the key board as as the trackpad	0.0
431	682_0	get this computer for portability and fast processing	portability	22--33	1	portability and fast	0.0
432	26_1	the battery life is amazing the versatility is outstanding	versatility	33--44	1	life is amazing the versatility is outstanding	1.0
433	2808_7	cords coming out the right for power plus cords coming out front for headphones mic plus network connection on left make for a very messy setup with cords going every direction	cords	149--154	-1	power cords very messy setup with cords going	-1.0
434	698_0	the macbook arrived in a nice twin packing and sealed in the box all the functions works great	twin packing	30--42	1	arrived in a nice twin packing in	1.0
435	2807_3	the headphone and mic jack are in front of touch pad making the touch pad hard to use when using headphones mic not to mention the laptop was designed for right handed person	touch pad	64--73	-1	the front of touch pad making the touch pad hard use the	-1.0
436	2713_0	the screen graphics and clarity and sharpness are great	screen graphics	4--19	1	the screen graphics and clarity and are great	1.0
437	2734_0	seems like maybe a bad shipment from toshiba	shipment	23--31	-1	like maybe a bad shipment	-1.0
438	2196_0	the powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary	powerpoint	4--14	1	the powerpoint opened easily it was almost scary	-1.0
439	2144_0	the speed is fine	speed	4--9	1	the speed is fine	1.0
440	1315_0	it s not a wear and tear issue not due to user carelessness and most importantly they can t guarantee the problem will be solved if it is sent for service and i have to accept the outcome	service	149--156	-1	sent for service	0.0
441	2553_0	he has replaced his hard drive twice and of course has had to pay for antivirus software every year	hard drive	20--30	-1	replaced his hard drive	-1.0
442	2602_0	sure the initial out of pocket expense is greater but that should not dissuade anyone from the fact that these machines run like none other on the planet and when i factor in all the money in that i wasted on geek squad and the latest patches to de corrupt my infested pcs it probably comes out about even anyhow	expense	32--39	-1	initial out of pocket expense out	0.0
443	1795_0	unfortunately apple s quality has continued to slide	quality	23--30	-1	unfortunately apple s quality continued	-1.0
444	374_1	love the graphics awesome programs including garageband and really cool default background	programs	27--35	1	graphics awesome programs garageband	1.0
445	453_3	there are several programs for school or office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing or movie making imovie etc	iphoto	136--142	0	pages iphoto	0.0
446	1818_0	this laptop looked brand new and was shipped very quickly	shipped	37--44	1	looked was shipped quickly	0.0
447	2540_0	the programs are say to use and are quick to process this computer works like a charm	programs	4--12	1	the programs are say are quick process	0.0
448	1567_0	but other than that i am blown away by all the features this laptop offers	features	47--55	1	but other blown features offers	0.0
449	1502_1	but to be honest i don t use my computer for anything like graphics editing and complex data analysis and gaming	graphics editing	60--76	0	anything like graphics editing and complex data and	1.0
450	1383_0	the right speaker did not work	right speaker	4--17	-1	the right speaker work	0.0
451	1357_0	after a little more than a year of owning my macbook pro the monitor has completely died	monitor	62--69	-1	the monitor died	-1.0
452	2978_0	i ve haven t had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off	plastic piece	68--81	-1	the the plastic piece covers the come	0.0
453	986_0	the manufacturer s warranty only covers replacement repair of parts	warranty	19--27	-1	the manufacturer s warranty covers	0.0
454	2959_2	the 2 gb of ram is plenty able to run windows 7 and at least 2 or 3 other programs with next to no slowdown	programs	75--83	1	2 windows 2 other programs with next	0.0
455	1068_0	i reloaded with windows 7 ultimate and the bluetooth and fingerprint reader software would not load	windows 7 ultimate	16--34	-1	reloaded with windows 7 ultimate	0.0
456	2258_0	applications respond immediately not like the tired ms applications	applications	2--14	1	applications respond	0.0
457	2027_0	the first fell apart right after the 1 year warranty	1 year warranty	37--52	0	the first fell after the 1 year warranty	0.0
458	2247_1	ilife is easily compatible with microsoft office so you can send and receive files from a pc	microsoft office	32--48	0	ilife is easily compatible with microsoft office send	1.0
459	1742_0	size i know 13 is small especially for a desktop replacement but with an external monitor who cares	size	0--4	-1	size know is small desktop replacement	0.0
460	302_0	i highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door	performance	59--70	1	wants great performance	1.0
461	2395_1	it is easy to use good quality and good price	price	41--46	1	easy use good quality good price	1.0
462	1163_0	after numerous calls to applecare tech support i was directed to send in my computer	applecare tech support	24--46	-1	numerous calls to applecare tech support to	1.0
463	1887_3	returned laptop for repair a 2nd time and it came back with obvious physical damage keyboard bulging and speaker grill pressed in buttons not working and usb ports inoperative	usb ports	157--166	-1	working usb ports	0.0
464	2864_0	i love windows 7 which is a vast improvement over vista	windows 7	7--16	1	love windows 7 vast improvement	1.0
465	2830_2	now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutch or wheelchair and with a backpack laptop bag	carry	120--125	1	basics of being easy to carry use	1.0
466	1236_0	when it come time for warranty service to toshiba you don t matter	warranty service to toshiba	22--49	0	come for warranty service to toshiba	0.0
467	2575_0	the only thing i wish this had was the option to turn off the touchpad with a button like my big 16 laptop does	touchpad	62--70	-1	the turn the touchpad	0.0
468	952_0	the next time i had an issue my lightscribe wouldn t work	lightscribe	32--43	-1	lightscribe work	0.0
469	293_0	do yourself a favor and invest in a few external hard drives if you are planning on purchasing this laptop	external hard drives	40--59	-1	a invest in a few external hard drives	-1.0
470	1532_0	my sister has the same mac as me and she is in a band and uses garageband to record and edit	garageband	63--73	0	uses garageband	0.0
471	795_0	so the fact that the computer does not work on the 24 twenty fourth day is my fault	work	39--43	-1	fact that computer does not work fourth day	0.0
472	2339_1	i charge it at night and skip taking the cord with me because of the good battery life	battery life	74--86	1	the me because the good battery life	1.0
473	2452_0	it also came with a built it web cam which is great because i can see an communicate with my family members back home	built it web cam	20--36	1	a built it web cam which is great see	1.0
474	914_0	a couple months later they change my hard drive	hard drive	39--49	-1	change my hard drive	-1.0
475	843_0	the abuse is that i pushed the power plug in too hard	power plug	33--43	-1	pushed the power plug in too hard	-1.0
476	1106_0	it was still working but there was nothing on the screen	screen	51--57	-1	nothing on the screen	0.0
477	2276_2	i connect a lacie 2big external drive via the firewire 800 interface which is useful for time machine	time machine	90--102	0	interface which is useful for time machine	1.0
478	1778_0	the battery life also doesn t keep up with the claim but still i think macbook is much ahead from the rest of the pack	battery life	4--16	-1	the battery life doesn	0.0
479	2335_0	the keyboard feels good and i type just fine on it	keyboard	4--12	1	the keyboard feels good	1.0
480	1684_0	browsing also was no problem for me when i used itunes which usually slows down my pc	browsing	0--8	1	browsing problem	-1.0
481	1744_2	supplied software the software that comes with this machine is greatly welcomed compared to what windows comes with	windows	98--105	-1	comes windows comes	0.0
482	543_0	after much effort and 10 days asus replaced tithe wifi is very weak	wifi	50--54	-1	replaced tithe wifi is very weak	-1.0
483	1617_0	the online tutorial videos make it super easy to learn if you have always used a pc	online tutorial videos	4--26	1	the online tutorial videos make	0.0
484	1731_2	everything is so easy to use mac software is just so much simpler than microsoft software	use	25--28	1	everything is so easy to use is so simpler	1.0
485	2594_1	it made the computer much easier to use and navigate	navigate	44--52	1	use navigate	0.0
486	607_0	tons of bloatware and junk programs	programs	27--35	-1	tons of bloatware programs	0.0
487	312_3	the computer runs very fast with no problems and the ilife software that comes with it iphoto imovie web itunes garageband is all very helpful as well	web	104--108	1	very web garageband is all very helpful as	1.0
488	2236_2	also you may need to charge it once a day if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it	feature	127--134	1	need if use the size is the most feature attracted	1.0
489	1632_0	again windows based machines were not giving me anything to work with	windows	7--14	-1	windows based	0.0
490	145_0	but after using it a couple of weeks the overall operation is poor	operation	50--59	-1	but using the overall operation is poor	-1.0
491	453_1	there are several programs for school or office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing or movie making imovie etc	garageband	92--102	0	pages music garageband	0.0
492	18_0	while most people say that pcs hold functionality and value and macs are just pretty to look at i think there s something to be said about the simplicity of macs	functionality	36--49	1	hold functionality and value and macs are just pretty look macs	1.0
493	1438_2	externally the keys on my keyboard are falling off after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit and the screen has a terrible glare	button below the mouse pad	98--124	-1	the keys the paint rubbing the button below the mouse pad and the heals sit and the screen	0.0
494	1947_0	i had 3 months when the ports started going out	ports	24--29	-1	the ports started	0.0
495	1213_0	summary they played games with me for the warranty period	warranty period	43--58	-1	played for the warranty period	1.0
496	2713_2	the screen graphics and clarity and sharpness are great	sharpness	37--46	1	clarity sharpness	1.0
497	427_0	i bought it from isn because it was bundled with extra software but as it turns out that software just crashes it more often	software	93--101	-1	bundled with extra software software crashes	0.0
498	378_1	i couldn t believe how long the battery lasted on a single charge	charge	59--65	1	lasted on a single charge	0.0
499	1597_2	i previously purchased a 13 macbook had pro specs and was aluminum style which had a nvidia 9800 if i am not mistaken and it had major heating issues	nvidia 9800	88--99	0	a a nvidia 9800 mistaken	-1.0
500	2873_1	the price was very good and the product is top quality	quality	48--55	1	price was very good and product is top quality	1.0
501	2080_3	even though it is running snow leopard 2 4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel	word	179--183	-1	applications such as word or excel	1.0
502	444_0	keyboard is great but primary and secondary control buttons could be more durable	keyboard	0--8	1	keyboard is great but primary and secondary buttons could be more durable	1.0
503	36_0	this is the complete opposite to an ergonomic design	design	46--52	-1	complete opposite to an ergonomic design	0.0
504	769_0	asked the customer service rep	customer service rep	10--30	0	customer service	0.0
505	271_0	macbook notebooks quickly die out because of their short battery life as well as the many background programs that run without the user s knowledge	battery life	57--69	-1	of their short battery life as as many background programs	0.0
506	1984_1	who couldn t love a dvd burner 80 gigabyte hd and fairly new graphics chip as i soon discovered though there is a reason for which similarly configured sony and toshiba machines cost more they use higher quality components that are faster better configured and end up lasting a lot longer	graphics chip	63--76	1	love burner fairly new graphics chip	1.0
507	1887_0	returned laptop for repair a 2nd time and it came back with obvious physical damage keyboard bulging and speaker grill pressed in buttons not working and usb ports inoperative	keyboard	85--93	-1	and came with obvious physical damage keyboard bulging and grill buttons and inoperative	-1.0
508	614_0	when battery life went to 4 hours or less took it to the machouse amsterdam for repair 26th of august	battery life	6--18	-1	battery life went	0.0
509	1865_0	until i bought the dell i thought you just looked for what you wanted size software options hardware and purchase the best deal you could find	size	74--78	0	wanted size software options hardware and purchase	0.0
510	84_1	while i mostly use it for email internet and gaming i m confident all other applications live up to the high standard i ve come to appreciate from mac laptops	internet	33--41	0	email internet	0.0
511	2978_1	i ve haven t had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off	usb port wires	98--112	0	the the covers the usb port wires	0.0
512	486_3	that included the extra sony sonic stage software the speakers and the subwoofer i got that was worth the money the bluetooth mouse for my supposedly bluetooth enabled computer the extended life battery and the docking port	extended life battery	186--207	0	the the the the money the the extended life battery the	0.0
513	1041_0	loaded with bloatware	bloatware	12--21	0	loaded with bloatware	0.0
514	1925_1	when i got my laptop back after this first instance it worked okay for a little bit then i started experiencing issues again everything from programs and drivers failing again to it powering off for no reason to locking up and freezing and just all sorts of issues	drivers	155--162	-1	programs drivers	0.0
515	938_0	now as easy as it is to use and i do think it is a great starter laptop	use	27--30	1	easy is to use is	1.0
516	300_6	i run dreamweaver final cut pro 7 photoshop safari firefox msn messenger and a few other applications constantly at the same time	msn messenger	64--77	0	dreamweaver photoshop safari firefox msn messenger	0.0
517	2227_1	i also got the added bonus of a 30 hd monitor which really helps to extend my screen and keep my eyes fresh	screen	80--86	0	extend my screen my	1.0
518	2238_0	and looks very sexy d really the mac book pro is the best laptop specially for students in college if you are not caring about price	price	129--134	-1	caring about price	1.0
519	1316_2	the tech guy then said the service center does not do 1 to 1 exchange and i have to direct my concern to the sales team which is the retail shop which i bought my netbook from	tech guy	4--12	0	the tech guy said	0.0
520	18_1	while most people say that pcs hold functionality and value and macs are just pretty to look at i think there s something to be said about the simplicity of macs	value	54--59	1	functionality value are just pretty look	1.0
521	2895_0	it s super fast and a great value for the price	value	28--33	1	super fast a great value price	1.0
522	1256_0	wasted me at least 8 hours of installation time	installation time	30--47	-1	hours of installation time	0.0
523	445_1	battery life could be better but overall for the price and toshiba s reputation for laptops it s great	price	49--54	1	better overall for the price for	1.0
524	2137_0	i use my mac all the time i love the software the way it takes a short time to load things how easy it is to use and most of all how you don t have to worry about viruses	software	38--46	1	the love the software the	1.0
525	2904_0	i also love the small convenient size of my laptop making it a perfect tool for my academic studies	size	34--38	1	love the small convenient size laptop	1.0
526	2231_1	you can find many laptops with the same performance and even better with lower price but you cannot find the look easy applications and the experience in mac	price	79--84	1	with better with lower price	1.0
527	1066_0	one more tip please purchase this model and get a 4gb stick of ram to save you $10	4gb stick of ram	51--67	1	get a stick of ram	0.0
528	2067_0	i now realize that my $900 would have been better spent on a windows laptop	windows	61--68	1	windows laptop	0.0
529	1992_0	anyway in early july of this year the dvd burner stopped working and the computer stared having issues with power supply	dvd burner	40--50	-1	the dvd burner stopped the	-1.0
530	2482_1	we love the size of the screen although it is still lightweight and very easy to tote around	tote	82--86	1	love although it is still lightweight and very easy to tote around	1.0
531	2854_0	then just the other day my left mouse button snapped	left mouse button	28--47	-1	other day my left mouse button snapped	0.0
532	2507_1	pc users work in word while mac users work in pages	pages	47--52	0	work in work in pages	0.0
533	2571_1	i get a ton of compliments on its size and speaking as someone who regularly commutes on a bus i can attest to the fact that this is the perfect size computer if you re restricted to the width of your body for computing room	size	147--151	1	compliments on its size on perfect size computer	1.0
534	359_0	charger seems large for this class of computer	charger	0--7	-1	charger seems large class	0.0
535	1082_0	sony parts reliability and quality of service is recently the worst	service	38--45	-1	parts reliability and quality of service	0.0
